Property Listing Number,Listing Office,Agent Name,Price,Status,Address,City,Family Type,State,County,Bedrooms ,Bathrooms,SqFtTotFn,DOM, Tax  Amount ,Lot - Acres,Garage,Year Built,Total Stories,Surveyed,Seasonal,Rooms ,Flood Zone,Current Use,Basement Access Type,Basement
4356278,Buffum Realty,Julie Buffum,"$239,000 ",OP,2420 Gilead Brook Road,Bethel,Single Family,VT,VT-Windsor,2,1,"1,540",4,"5,809",35.3,Yes,1980,1.75,Unknown,No,5,No,Unknown,Walk-up,Yes
4359371,CENTURY 21 The Mill Stone Agency,Mildred Chase,"$120,000 ",OP,1247 N Lilliesville Brook Rd Road,Bethel,Single Family,VT,VT-Windsor,2,1,"1,056",88,"2,317",0.3,No,1984,1.5,No,Unknown,4,No,No,,No
4359580,Four Seasons Sotheby's Int'l Realty,Kate Jarvis,"$137,500 ",OP,643 Old Route 12,Bethel,Single Family,VT,VT-Windsor,3,2,"1,248",13,"2,879",7.4,Yes,1986,1,Yes,No,6,No,,,No
4360444,Killington Pico Realty,Kyle Kershner,"$300,000 ",OP,119 Campbell Road,Bethel,Single Family,VT,VT-Windsor,3,3,"1,968",259,"8,150",19.7,No,2011,1.5,Yes,No,8,Unknown,No,Walkout,Yes
4372078,Four Seasons Sotheby's Int'l Realty,Tom Mowatt,"$250,000 ",OP,798 Dartt Hill Road,Bethel,Single Family,VT,VT-Windsor,3,2,"1,260",42,"5,401",9.8,Yes,2000,1.5,Yes,No,6,No,,Interior,Yes
4373193,Four Seasons Sotheby's Int'l Realty,Stan Butler,"$110,000 ",OP,370 South Main Street,Bethel,Single Family,VT,VT-Windsor,5,3,"2,192",228,"2,626",0.5,Yes,1912,2,No,No,11,No,,Walkout,Yes
4376075,Vermont Heritage Real Estate,Sherri McPhetres,"$139,500 ",OP,270 Findley Bridge Road,Bethel,Single Family,VT,VT-Windsor,3,2,"1,592",531,"3,502",0.5,Yes,1900,1.5,No,No,6,No,,Interior,Yes
4379382,Vermont Heritage Real Estate,Sherri McPhetres,"$25,000 ",OP,136 Camp Brook Road,Bethel,Single Family,VT,VT-Windsor,4,2,"1,440",85,"2,170",0.66,No,1878,2,Yes,No,7,No,,Interior,Yes
4380416,BHG Masiello Group/Quechee,Kristine Hosmer,"$195,000 ",OP,731 VT RT 14 Hwy,Bethel,Single Family,VT,VT-Windsor,3,2,"1,400",332,"4,699",6.1,Yes,2006,1,Unknown,No,7,No,Unknown,Walkout,Yes
4383357,BHG Masiello Group/Quechee,Derek Cosentino,"$266,500 ",OP,145 Stearns Drive,Bethel,Single Family,VT,VT-Windsor,3,3,"2,374",242,"7,336",8.8,Yes,2001,1,Yes,No,9,No,,Interior,Yes
4383882,Snyder Donegan Real Estate Group,David Donegan,"$680,000 ",OP,119 Bundy Road,Bethel,Single Family,VT,VT-Windsor,5,3,"3,507",78,"15,611",299.7,Yes,1820,2,Unknown,No,14,No,Yes,Interior,Yes
4385302,KW Vermont,Brian Armstrong,"$30,000 ",OP,248 ROUTE 14,Bethel,Single Family,VT,VT-Windsor,2,2,"1,400",126,"2,225",1.85,Yes,1825,2,Unknown,No,6,Unknown,,Interior,Yes
4390947,CENTURY 21 The Mill Stone Agency,Ted Elzey,"$275,000 ",OP,3225 Pleasant Street,Bethel,Single Family,VT,VT-Windsor,3,2,"1,722",191,"7,214",42,Yes,1974,1.5,Unknown,No,6,No,No,Interior,Yes
4392131,Vermont Heritage Real Estate,Sherri McPhetres,"$105,000 ",OP,1523 Camp Brook Road,Bethel,Single Family,VT,VT-Windsor,3,2,960,222,"2,348",3,No,1990,1,Yes,No,5,Unknown,,,No
4398535,Buffum Realty,Julie Buffum,"$71,500 ",OP,2066 Dartt Hill Road,Bethel,Single Family,VT,VT-Windsor,3,2,"1,512",17,"4,260",2.6,No,1993,1.5,Unknown,No,6,Unknown,,Interior,Yes
4403517,Xsell Realty LLC,Patricia Harvey,"$114,000 ",OP,2615 Camp Brook Road,Bethel,Single Family,VT,VT-Windsor,3,2,"1,566",739,"2,683",4.2,Yes,1998,1,No,No,5,No,,,No
4403737,CENTURY 21 The Mill Stone Agency,Jeanette Stearns,"$57,000 ",OP,25 Factory Road,Bethel,Single Family,VT,VT-Windsor,3,1,"1,722",13,"2,756",0.5,Yes,1800,1.5,Unknown,No,8,No,,Interior,Yes
4406513,CENTURY 21 The Mill Stone Agency,Jeanette Stearns,"$150,000 ",OP,97 Scammel Lane,Bethel,Single Family,VT,VT-Windsor,2,1,"1,056",13,"4,119",4,Yes,1986,1,Yes,No,4,No,No,Interior,Yes
4410316,CENTURY 21 The Mill Stone Agency,Mildred Chase,"$148,000 ",OP,231 River Street,Bethel,Single Family,VT,VT-Windsor,3,2,"2,112",13,"3,436",0.5,No,1860,1.5,Unknown,No,8,No,,Interior,Yes
4410767,CENTURY 21 The Mill Stone Agency,Jeanette Stearns,"$180,000 ",OP,60 Graham Street,Bethel,Single Family,VT,VT-Windsor,4,2,"1,855",16,"4,962",0.37,Yes,1895,2,Unknown,No,10,No,,Interior,Yes
4411609,Blue Ridge Real Estate,Rebecca A Woodard,"$55,000 ",OP,268 River Street,Bethel,Single Family,VT,VT-Windsor,3,3,"3,658",127,"6,331",0.5,Yes,1817,2,Unknown,No,11,Unknown,No,Interior,Yes
4412227,Four Seasons Sotheby's Int'l Realty,Kate Jarvis,"$195,000 ",OP,52 Christian Hill Road,Bethel,Single Family,VT,VT-Windsor,3,2,"1,614",37,"4,467",1.5,Yes,1987,2,Yes,No,6,No,,Walkout,Yes
4423522,Four Seasons Sotheby's Int'l Realty,Kate Jarvis,"$198,780 ",OP,622 Abbott Road,Bethel,Single Family,VT,VT-Windsor,1,2,"1,312",100,"4,463",8.69,No,2000,2,No,No,5,Unknown,,Walkout,Yes
4423741,Williamson Group Sothebys Intl. Realty,Gretchjen Smith,"$350,000 ",OP,758 Dearing Rd,Bethel,Single Family,VT,VT-Windsor,2,2,"3,736",136,"5,778",86,No,1850,2,Unknown,No,6,No,Yes,Interior,Yes
4437266,Dunrovin Real Estate,Dean Goulet,"$135,000 ",OP,59 Highland Ave,Bethel,Single Family,VT,VT-Windsor,2,1,"1,080",118,"2,696",0.7,No,1968,1,Unknown,No,6,Unknown,,Interior,Yes
4448272,"Home Town Realty, Inc.",Marybeth Tevis,"$125,000 ",OP,457 North Road,Bethel,Single Family,VT,VT-Windsor,3,2,"2,392",9,"5,588",4.2,Yes,1982,1.5,Yes,No,7,Unknown,,Interior,Yes
4451158,Four Seasons Sotheby's Int'l Realty,Kate Jarvis,"$388,000 ",OP,1312 Dartt Hill Road,Bethel,Single Family,VT,VT-Windsor,3,2,"1,500",137,"5,754",102,Yes,1896,2,Yes,No,7,No,Yes,Interior,Yes
4457042,CENTURY 21 The Mill Stone Agency,Jeanette Stearns,"$170,000 ",OP,2390 Dartt Hill,Bethel,Single Family,VT,VT-Windsor,3,2,"1,353",252,"4,457",3.3,Yes,1977,1.5,Yes,No,6,No,,Interior,Yes
4465350,Buffum Realty,Julie Buffum,"$169,900 ",OP,177 Old Rte 12,Bethel,Single Family,VT,VT-Windsor,3,2,"1,700",122,"4,789",2.1,Yes,2003,1,Unknown,No,8,Unknown,,,No
4476892,Four Seasons Sotheby's Int'l Realty,Kate Jarvis,"$185,000 ",OP,21 Sand Hill,Bethel,Single Family,VT,VT-Windsor,4,2,"3,187",48,"3,914",0.4,No,1894,2,No,No,10,No,,Interior,Yes
4479882,Williamson Group Sothebys Intl. Realty,Danny Kogut,"$165,000 ",OP,"1022 Creek Rd, Rt 12",Bethel,Single Family,VT,VT-Windsor,2,2,"1,458",62,"4,298",1.4,No,1984,1.5,Unknown,No,5,No,,Walkout,Yes
4480458,Coldwell Banker Redpath and Company,House Agent,"$192,500 ",OP,644 Byam Road,Bethel,Single Family,VT,VT-Windsor,4,3,"2,392",35,"7,617",33.6,Yes,1988,2,Unknown,No,7,No,Yes,Interior,Yes
4482371,CENTURY 21 The Mill Stone Agency,Jeanette Stearns,"$73,000 ",OP,205 Sand Hill,Bethel,Single Family,VT,VT-Windsor,4,1,"1,964",83,"3,346",3.3,Yes,1899,1.5,Unknown,No,10,No,,Interior,Yes
4486518,CENTURY 21 The Mill Stone Agency,Jeanette Stearns,"$80,000 ",OP,226 North Main,Bethel,Single Family,VT,VT-Windsor,3,1,"1,140",11,"2,705",0.1,Yes,1914,1.5,No,No,6,No,,Interior,Yes
4496820,Vermont Heritage Real Estate,Rose Wright,"$160,000 ",OP,70 North Main Street,Bethel,Single Family,VT,VT-Windsor,5,3,"3,056",148,"4,151",0.77,Yes,1838,2,Unknown,No,11,Unknown,,Interior,Yes
4497820,Cher Real Estate,Tonya Cher,"$184,000 ",OP,1386 Gilead Brook Road,Bethel,Single Family,VT,VT-Windsor,5,2,"2,244",199,"5,525",2.4,Yes,1986,2,Unknown,No,8,No,,Interior,Yes
4501712,"Home Town Realty, Inc.",Marybeth Tevis,"$413,000 ",OP,482 Royalton Hill Road,Bethel,Single Family,VT,VT-Windsor,3,3,"2,613",71,"10,759",27.8,Yes,2004,1.5,Yes,No,8,No,Yes,Walkout,Yes
4604693,Vermont Heritage Real Estate,Jeanette Stearns,"$47,000 ",OP,24 Hidden Glen Rd,Bethel,Single Family,VT,VT-Windsor,2,2,"1,120",8,"1,233",1.03,No,1995,1,Yes,No,5,Unknown,,,No
4608025,Comp Agent,Comp No Agent,"$227,500 ",OP,1686 North Main Street,Bethel,Single Family,VT,VT-Windsor,3,2,"1,900",5,"5,672",8,Yes,1999,2,Yes,No,8,No,,,No
4608360,Vermont Heritage Real Estate,Jeanette Stearns,"$172,000 ",OP,57 Pleasant Street,Bethel,Single Family,VT,VT-Windsor,4,2,"1,845",0,,1.2,Yes,1900,2,Unknown,No,8,No,,Interior,Yes
4617833,Four Seasons Sotheby's Int'l Realty,Joanne Kent,"$284,900 ",OP,27 Dunham Road,Bethel,Single Family,VT,VT-Windsor,3,3,"2,771",10,"6,869",1.77,Yes,2006,2,Yes,No,9,No,,Interior,Yes
2761931,McEnaney Company,house 4500,"$300,000 ",OP,1715 Brook Road,Cavendish,Single Family,VT,VT-Windsor,4,2,"1,944",1260,"6,448",16.2,Yes,1810,2,Yes,No,7,No,No,,Yes
4010738,VCP Sotheby`s International - Ludlow,house,"$93,000 ",OP,718 Main Street,Cavendish,Single Family,VT,VT-Windsor,3,2,"1,320",495,"3,182",0.26,No,1816,2,No,No,8,Unknown,,Walkout,Yes
4046966,Coldwell Banker Watson Realty/ Ludlow,Gary Coger,"$195,000 ",OP,369 Depot,Cavendish,Single Family,VT,VT-Windsor,2,3,"1,835",342,"3,723",3.95,Yes,1959,1,Yes,No,4,Unknown,No,,No
4061549,Snyder Donegan Real Estate Group,John Snyder,"$125,000 ",OP,105 Route 106,Cavendish,Single Family,VT,VT-Windsor,3,1,"1,080",708,"2,470",0.88,No,1942,1,No,No,6,Unknown,No,,Yes
4067143,Diamond Realty,Frank Provance,"$117,500 ",OP,741 Main Street,Cavendish,Single Family,VT,VT-Windsor,3,3,"1,507",1334,"2,584",0.28,Yes,1880,1.5,Unknown,No,7,No,No,,Yes
4072212,"Kelley Real Estate, Inc.",Don Eatmon,"$187,500 ",OP,19 Route 103,Cavendish,Single Family,VT,VT-Windsor,3,2,"2,264",703,"3,620",11.79,Yes,1992,1.5,Unknown,No,6,Unknown,,Walkout,Yes
4089294,"Kelley Real Estate, Inc.",Don Eatmon,"$161,000 ",OP,314 South Reading Road,Cavendish,Single Family,VT,VT-Windsor,3,2,"1,366",387,"3,525",15,No,1967,2,No,No,6,No,,,No
4099957,"Walnut Hill Realty, LLC",Rebecca Sanford,"$185,000 ",OP,2149 Route #131,Cavendish,Single Family,VT,VT-Windsor,4,5,"2,464",131,"3,910",5.09,Yes,2006,3,Unknown,No,9,Unknown,Unknown,Interior,Yes
4111991,Diamond Realty,Frank Provance,"$198,000 ",OP,1483 Main Street,Cavendish,Single Family,VT,VT-Windsor,4,3,"2,330",450,"3,942",0.52,Yes,1907,2,Unknown,No,9,Unknown,No,Interior,Yes
4146778,"Walnut Hill Realty, LLC",Rebecca Sanford,"$160,000 ",OP,1891 Main Street,Cavendish,Single Family,VT,VT-Windsor,3,2,"3,257",57,"3,871",0.53,Yes,1850,2.5,Unknown,No,8,Unknown,No,Interior,Yes
4148488,Muse and Associates Real Estate,Lori Muse,"$45,000 ",OP,535 Center Road,Cavendish,Single Family,VT,VT-Windsor,3,1,720,25,"1,642",1,No,1955,2,No,No,5,No,No,,No
4148854,Bean Group / Vermont,Irene Gaffigan,"$225,000 ",OP,864 High Street,Cavendish,Single Family,VT,VT-Windsor,3,2,"1,000",709,"4,023",12.3,Yes,1958,1,Unknown,Unknown,7,Unknown,No,Interior,Yes
4151617,McEnaney Company,house 4500,"$215,000 ",OP,2665 Brook Road,Cavendish,Single Family,VT,VT-Windsor,2,2,"1,884",113,"4,364",6.5,Yes,1972,2,Yes,No,6,No,No,Interior,Yes
4155897,Bean Group / Vermont,Betty McEnaney,"$270,000 ",OP,79 High Street,Cavendish,Single Family,VT,VT-Windsor,9,3,"3,344",663,"5,359",0.37,Yes,1988,2,Yes,No,16,No,No,Interior,Yes
4159154,Coldwell Banker Watson Realty/ Ludlow,Mickey Gelineau,"$197,000 ",OP,164 Pine View Ln,Cavendish,Single Family,VT,VT-Windsor,4,2,"2,130",266,"1,496",1.2,No,2006,2,Yes,No,11,Unknown,,,Yes
4169157,"Kelley Real Estate, Inc.",Don Eatmon,"$83,000 ",OP,4998 Twenty Mile Stream Road,Cavendish,Single Family,VT,VT-Windsor,3,2,"1,404",12,"1,795",1,No,1996,1,Unknown,No,5,Unknown,,,No
4178982,Engel & Volkers Okemo-Woodstock,agent house4509-1,"$700,000 ",OP,246 Egan Road,Cavendish,Single Family,VT,VT-Windsor,5,5,"5,164",890,"16,063",73.97,Yes,2006,2,Yes,No,8,Yes,No,Walk-up,Yes
4194143,"Walnut Hill Realty, LLC",Rebecca Sanford,"$200,000 ",OP,218 High,Cavendish,Single Family,VT,VT-Windsor,4,2,"2,200",189,"3,735",1.8,Yes,1890,2.5,Unknown,No,8,No,No,Interior,Yes
4194534,"Kelley Real Estate, Inc.",Don Eatmon,"$170,000 ",OP,549 Twenty Mile Stream Road,Cavendish,Single Family,VT,VT-Windsor,2,2,"1,781",110,"4,031",3.6,Yes,1970,1,Unknown,No,6,Unknown,,Walkout,Yes
4196687,Diamond Realty,Frank Provance,"$198,000 ",OP,615 Old County,Cavendish,Single Family,VT,VT-Windsor,3,2,"2,057",3,"3,773",10.27,No,1978,2,Yes,No,9,No,No,Interior,Yes
4202610,Bean Group / Vermont,Betty McEnaney,"$99,000 ",OP,192 Main Street,Cavendish,Single Family,VT,VT-Windsor,3,2,"1,549",809,"2,549",0.32,No,1920,1.5,No,No,7,Yes,No,Interior,Yes
4606598,Comp Agent,Comp No Agent,"$382,500 ",OP,67 Russell Road,Cavendish,Single Family,VT,VT-Windsor,5,4,"3,040",0,"7,391",20.7,Yes,1985,3,Yes,No,11,No,,,Yes
4213091,Bean Group / Vermont,Betty McEnaney,"$336,500 ",OP,400 Old County Road,Cavendish,Single Family,VT,VT-Windsor,3,3,"3,040",286,"5,704",13.32,Yes,2002,1.75,Yes,No,9,No,No,Interior,Yes
4214545,Bean Group / Vermont,Betty McEnaney,"$88,250 ",OP,271 Twenty Mile Stream Road,Cavendish,Single Family,VT,VT-Windsor,2,1,927,236,"2,688",2.9,No,1930,1,No,No,5,No,No,Interior,Yes
4217902,"Walnut Hill Realty, LLC",Judy Thompson,"$104,500 ",OP,12 Park Place,Cavendish,Condo,VT,VT-Windsor,2,1,"1,080",53,"1,199",0,No,2008,2,Unknown,No,5,Yes,No,,No
4218877,Williamson Group Sothebys Intl. Realty,Laird Bradley,"$250,000 ",OP,730 Stevens Rd.,Cavendish,Single Family,VT,VT-Windsor,3,2,"2,284",572,"9,307",125,Yes,1969,1,Yes,No,5,No,Yes,Walk-up,Yes
4221078,Buffum Realty,Julie Buffum,"$60,000 ",OP,2940 Route 103,Cavendish,Condo,VT,VT-Windsor,1,1,675,53,"2,475",0,No,2006,1,Unknown,No,4,Unknown,,,No
4240294,"Walnut Hill Realty, LLC",Judy Thompson,"$58,299 ",OP,2940 Route 103,Cavendish,Condo,VT,VT-Windsor,1,1,675,39,"2,475",0,No,2006,1,Unknown,No,3,Unknown,No,,No
4242930,"Mary W. Davis Realtor & Assoc., Inc.",Patricia S Davis,"$155,000 ",OP,109 Wheeler Road,Cavendish,Single Family,VT,VT-Windsor,3,2,"1,404",25,"3,867",10,Yes,1945,1,Unknown,No,8,No,,Interior,Yes
4253655,"Barrett and Valley Associates, Inc/Sprin",Jeffrey Laskevich,"$119,000 ",OP,996 Old County Road,Cavendish,Single Family,VT,VT-Windsor,3,2,"1,620",104,"2,913",32.82,No,2004,1,Yes,No,8,No,,,No
4255030,"Mary W. Davis Realtor & Assoc., Inc.",Patricia S Davis,"$175,000 ",OP,60 Black River Commons,Cavendish,Single Family,VT,VT-Windsor,3,2,"1,600",0,"3,810",0.98,No,1999,2,Yes,No,7,No,,Interior,Yes
4259254,VCP Sotheby`s International - Ludlow,house,"$185,000 ",OP,407 Pratt Hill Road,Cavendish,Single Family,VT,VT-Windsor,3,2,"1,500",10,"3,314",1.2,No,1890,2,Yes,No,6,Unknown,,Interior,Yes
4268934,Bean Group / Vermont,Betty McEnaney,"$297,500 ",OP,43 Carlton Road,Cavendish,Single Family,VT,VT-Windsor,5,2,"1,901",305,"3,516",4.06,Yes,1821,1.5,No,No,9,Yes,No,Interior,Yes
4298175,Coldwell Banker Watson Realty/ Ludlow,Karen S Wilson,"$185,000 ",OP,243 Newton Rd.,Cavendish,Single Family,VT,VT-Windsor,2,1,"1,344",169,"5,157",25.58,No,1978,2,Unknown,No,5,Unknown,,,No
4316759,Ellison Properties,Agent13950 House,"$112,000 ",OP,57 Norrie Davies Road,Cavendish,Single Family,VT,VT-Windsor,3,2,"1,436",147,"4,148",9.8,No,1973,1,Yes,No,6,No,No,Walkout,Yes
4320674,Seth Warren Real Estate,Seth Warren,"$281,000 ",OP,1281 Tarbell Hill,Cavendish,Single Family,VT,VT-Windsor,3,2,"1,600",121,"5,096",13.8,Yes,1900,2,Unknown,No,7,No,,Walk-up,Yes
4332574,VCP Sotheby`s International - Ludlow,house,"$537,500 ",OP,2651 Twenty Mile Stream Road,Cavendish,Single Family,VT,VT-Windsor,5,3,"2,564",277,"11,759",170.54,Yes,1851,3,Unknown,No,12,No,Yes,Interior,Yes
4336990,Seth Warren Real Estate,Seth Warren,"$165,000 ",OP,20 Chubb Hill Road,Cavendish,Single Family,VT,VT-Windsor,3,3,"1,800",277,"3,863",22.5,Yes,1800,2.5,Yes,No,8,Unknown,,Walk-up,Yes
4349539,"Mary W. Davis Realtor & Assoc., Inc.",Patricia S Davis,"$430,000 ",OP,101 Wiley Hill Road,Cavendish,Single Family,VT,VT-Windsor,3,3,"2,200",237,"7,515",9.09,Yes,1989,3,Yes,No,10,No,,Walkout,Yes
4351863,"Walnut Hill Realty, LLC",Rebecca Sanford,"$250,000 ",OP,1772 Route 103,Cavendish,Single Family,VT,VT-Windsor,4,2,"3,000",312,"5,332",2.2,No,2001,2,Unknown,No,7,No,,Walkout,Yes
4351800,"Walnut Hill Realty, LLC",Rebecca Sanford,"$229,000 ",OP,1782 Route 103,Cavendish,Single Family,VT,VT-Windsor,3,3,"4,368",637,"5,773",5.5,Yes,1992,1,Unknown,No,9,No,,Interior,Yes
4352617,Seth Warren Real Estate,Seth Warren,"$380,000 ",OP,135 Old County Road,Cavendish,Single Family,VT,VT-Windsor,3,4,"3,000",320,"10,694",30.3,Yes,1997,2,Yes,No,8,No,Yes,Walkout,Yes
4354027,Coldwell Banker Watson Realty/ Ludlow,Gary Coger,"$187,500 ",OP,315 Depot ST,Cavendish,Single Family,VT,VT-Windsor,2,2,"2,972",10,"4,530",1.98,Yes,1965,1,Unknown,No,6,No,No,Walkout,Yes
4356034,Williamson Group Sothebys Intl. Realty,Danny Kogut,"$160,000 ",OP,399 Route 106,Cavendish,Single Family,VT,VT-Windsor,2,1,"1,023",41,"2,930",1.93,Yes,1994,1.5,Yes,No,5,No,,Interior,Yes
4358774,Buffum Realty,Julie Buffum,"$45,000 ",OP,112 Johnson Road,Cavendish,Single Family,VT,VT-Windsor,2,2,"1,864",191,"2,988",0.99,No,1987,1.5,Unknown,No,6,No,No,Walkout,No
4359164,"Kelley Real Estate, Inc.",Don Eatmon,"$162,000 ",OP,127 Twenty Mile Stream Road,Cavendish,Single Family,VT,VT-Windsor,5,2,"1,912",7,"3,303",1.4,Yes,1900,2,Unknown,No,85,Unknown,,Interior,Yes
4361565,Buffum Realty,Julie Buffum,"$86,000 ",OP,990 Main Street,Cavendish,Single Family,VT,VT-Windsor,3,3,"2,048",420,"3,937",0.15,No,1990,2,Unknown,No,6,Unknown,,Interior,Yes
4363674,RE/MAX North Professionals,William Desautels,"$70,150 ",OP,13 Bonts Hill,Cavendish,Single Family,VT,VT-Windsor,3,2,"2,152",20,"2,599",0.13,Yes,1890,2,Unknown,No,7,Unknown,,Interior,Yes
4366099,"Mary W. Davis Realtor & Assoc., Inc.",Patricia S Davis,"$367,000 ",OP,24 Freeman Road,Cavendish,Condo,VT,VT-Windsor,3,4,"2,028",122,"7,088",0,No,2004,2,Yes,No,12,No,No,,No
4369163,Diamond Realty,Roger Danyew,"$275,000 ",OP,338 High Street,Cavendish,Single Family,VT,VT-Windsor,3,2,"2,040",33,"4,047",1.4,Yes,1900,1.75,Unknown,No,8,No,,Interior,Yes
4368933,Diamond Realty,Frank Provance,"$217,500 ",OP,74 Spaulding Road,Cavendish,Condo,VT,VT-Windsor,2,3,"1,445",463,"5,224",0,No,2006,1,Unknown,No,8,No,,,No
4370379,VCP Sotheby`s International - Ludlow,house,"$87,500 ",OP,"2940 Route 103, Unit 254",Cavendish,Condo,VT,VT-Windsor,1,1,675,99,"2,475",0,No,2007,1,Unknown,No,1,Unknown,,,No
4373887,Seth Warren Real Estate,Seth Warren,"$241,000 ",OP,302 Norrie Davies Road,Cavendish,Single Family,VT,VT-Windsor,4,2,"1,664",316,"4,812",10.1,Yes,1974,2,Yes,No,9,No,,Walkout,Yes
4374274,Coldwell Banker Watson Realty/ Ludlow,Catherine T Fisher,"$132,000 ",OP,180 Hardscrabble Road,Cavendish,Single Family,VT,VT-Windsor,4,1,"1,684",114,"2,934",8.3,No,1983,1.5,Yes,No,6,No,,Walkout,Yes
4376221,Buffum Realty,Julie Buffum,"$29,000 ",OP,15 Turco Drive,Cavendish,Single Family,VT,VT-Windsor,4,1,"1,150",147,"1,905",1.9,No,1983,2,Unknown,No,7,Unknown,,Walk-up,Yes
4376650,VCP Sotheby`s International - Ludlow,house,"$359,500 ",OP,"60 Spaulding Road, Unit J2",Cavendish,Condo,VT,VT-Windsor,3,4,"2,128",100,"7,088",0,No,2005,2,Unknown,No,8,No,No,,No
4379908,"Mary W. Davis Realtor & Assoc., Inc.",Patricia S Davis,"$142,500 ",OP,26 Wheeler Road,Cavendish,Single Family,VT,VT-Windsor,2,1,"1,013",18,"2,591",0.49,No,1950,1,No,No,7,No,,Interior,Yes
4391547,Coldwell Banker Watson Realty/ Ludlow,Gary Coger,"$18,000 ",OP,55 Depot St,Cavendish,Condo,VT,VT-Windsor,2,1,650,49,"1,675",1,No,1900,1.5,Unknown,No,4,Yes,,,No
4400157,"Walnut Hill Realty, LLC",Judy Thompson,"$17,900 ",OP,2369 Main Street,Cavendish,Single Family,VT,VT-Windsor,2,1,679,29,"1,471",0.18,No,1940,1,Unknown,No,4,Unknown,,Interior,Yes
4401279,Bean Group / Vermont,Betty McEnaney,"$132,500 ",OP,118 Depot St.,Cavendish,Single Family,VT,VT-Windsor,3,2,"1,782",103,"1,762",0.51,Yes,1998,1,No,No,6,Yes,,,No
4407022,Diamond Realty,Frank Provance,"$185,000 ",OP,766 E Main Street,Cavendish,Single Family,VT,VT-Windsor,3,3,"2,520",25,"3,336",0.2,Yes,1900,2,Yes,No,12,No,,Walkout,Yes
4413319,"Walnut Hill Realty, LLC",Judy Thompson,"$29,000 ",OP,214 Cavendish Gulf Rd,Cavendish,Single Family,VT,VT-Windsor,2,2,958,60,"1,237",0.21,No,1850,1.5,Unknown,No,5,Unknown,,Walk-up,Yes
4417387,Coldwell Banker Watson Realty/ Ludlow,Frank Ellison,"$75,000 ",OP,95 Johnson Road,Cavendish,Single Family,VT,VT-Windsor,3,2,"1,782",182,"2,924",6.77,No,1998,1,Yes,No,7,No,No,,No
4431901,Diamond Realty,Frank Provance,"$313,500 ",OP,74 Spaulding Road,Cavendish,Condo,VT,VT-Windsor,3,4,"2,203",2,"7,088",90,No,2006,2,Yes,No,12,No,,,No
4431690,Buffum Realty,Julie Buffum,"$57,750 ",OP,775 Newton Rd,Cavendish,Single Family,VT,VT-Windsor,3,2,"1,400",264,"3,636",10.04,No,1984,2,Unknown,No,7,Unknown,,,No
4434189,"Real Home Services and Solutions, Inc",Michael L Sweat,"$66,000 ",OP,4622 Twenty Mile Stream Road,Cavendish,Single Family,VT,VT-Windsor,3,1,"1,568",170,"3,868",1.3,Yes,1810,2,Unknown,No,6,Unknown,,Walkout,Yes
4435682,Bean Group / Vermont,Betty McEnaney,"$277,000 ",OP,1492 Twenty Mile Stream Road,Cavendish,Single Family,VT,VT-Windsor,3,3,"2,000",245,"5,706",2.3,Yes,2000,1.5,Yes,No,7,No,,Interior,Yes
4438428,Diamond Realty,Frank Provance,"$69,000 ",OP,315 South Reading Road,Cavendish,Single Family,VT,VT-Windsor,2,1,850,28,"2,298",5.2,No,1960,1,No,No,5,No,,,No
4438176,Four Seasons Sotheby's Int'l Realty,Diane Rousseau,"$110,000 ",OP,477 Main Street,Cavendish,Condo,VT,VT-Windsor,2,2,912,100,"2,220",0.21,No,1900,2,Unknown,No,6,Unknown,,Walk-up,Yes
4438341,Diamond Realty,Frank Provance,"$40,000 ",OP,8 Depot,Cavendish,Condo,VT,VT-Windsor,2,1,560,121,546,0.31,No,1900,2,Unknown,No,4,Yes,No,Interior,Yes
4446011,Coldwell Banker Homes Unlimited,Justin Ranney,"$265,000 ",OP,27 Parkhurst Road,Cavendish,Condo,VT,VT-Windsor,3,4,"1,980",49,"7,088",56,No,2005,2,Unknown,No,7,No,No,,No
4448568,Four Seasons Sotheby's Int'l Realty,Teresa DiNapoli,"$97,000 ",OP,"2940 Route 103, Unit 161",Cavendish,Condo,VT,VT-Windsor,1,1,675,381,"2,475",0,No,2007,1,Unknown,No,1,Unknown,,,No
4459722,Williamson Group Sothebys Intl. Realty,Carol Wood,"$260,000 ",OP,2623 East Road,Cavendish,Single Family,VT,VT-Windsor,3,3,"1,544",84,"11,035",19,Yes,1992,1.5,Unknown,No,6,No,,Walkout,Yes
4461264,"Walnut Hill Realty, LLC",Rebecca Sanford,"$90,000 ",OP,160 Mill Street,Cavendish,Single Family,VT,VT-Windsor,2,2,"1,120",174,"1,634",0.45,Yes,1979,2,No,No,5,Unknown,,Interior,No
4468791,Bean Group / Vermont,Betty McEnaney,"$137,500 ",OP,729 Knapp Pond Road,Cavendish,Single Family,VT,VT-Windsor,2,1,928,40,"2,616",1.9,No,1980,1,No,No,5,Unknown,,Interior,Yes
4472283,Four Seasons Sotheby's Int'l Realty,Teresa DiNapoli,"$264,500 ",OP,1613 Cavendish Gulf Road,Cavendish,Single Family,VT,VT-Windsor,3,4,"2,836",218,"6,381",10.4,Yes,1988,2.5,Yes,No,9,Unknown,No,Interior,Yes
