id,address,city,country,latitude,longitude,menuPageURL,menus.amount,menus.description,menus.name,name,postalCode,priceRangeMin,priceRangeMax,reviews,ratings
AVwc_6KEIN2L1WUfrKAH,Cascade Village Mall Across From Target,Bend,US,44.10266476,-121.3007971,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,22.5,"Olives, onions, capers, tomatoes",Bianca Pizza,Little Pizza Paradise,97701,50,55,50,4
AVwc_6KEIN2L1WUfrKAH,Cascade Village Mall Across From Target,Bend,US,44.10266476,-121.3007971,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,18.95,"Olives, onions, capers, tomatoes",Cheese Pizza,Little Pizza Paradise,97701,50,55,50,4
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,Los Angeles,US,34.06456347,-118.4690173,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,12,"Olives, onions, capers, tomatoes","Pizza, Margherita",The Brentwood,90049,50,55,55,4
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,Los Angeles,US,34.06456347,-118.4690173,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,13,"Olives, onions, capers, tomatoes","Pizza, Mushroom",The Brentwood,90049,50,55,55,4
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,Los Angeles,US,34.06456347,-118.4690173,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,13,"Olives, onions, capers, tomatoes","Pizza, Puttenesca",The Brentwood,90049,50,55,55,4
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,Los Angeles,US,34.06456347,-118.4690173,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,15,"Olives, onions, capers, tomatoes","Pizza, Salami Piccante",The Brentwood,90049,50,55,55,4
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,Los Angeles,US,34.06456347,-118.4690173,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,15,"Olives, onions, capers, tomatoes","Pizza, White Truffle Meat Sauce",The Brentwood,90049,50,55,55,4
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Los Angeles,US,34.1017424,-118.3019729,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,10.99,Choose a pizza size.,Cheese Pizza,Bravo Pizza Hollywood,90027,50,55,60,4
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Los Angeles,US,34.1017424,-118.3019729,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,11.99,"Canadian bacon, pineapple.",Hawaiian Pizza,Bravo Pizza Hollywood,90027,50,55,60,4
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Los Angeles,US,34.1017424,-118.3019729,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,16.99,"Canadian bacon, pineapple.",Meat Lover Pizza,Bravo Pizza Hollywood,90027,50,55,60,4
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Los Angeles,US,34.1017424,-118.3019729,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,5.99,"Canadian bacon, pineapple.",Pizza Sub,Bravo Pizza Hollywood,90027,50,55,60,4
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Los Angeles,US,34.1017424,-118.3019729,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,5.99,"Canadian bacon, pineapple.",Super Pizza Sub,Bravo Pizza Hollywood,90027,50,55,60,4
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Los Angeles,US,34.1017424,-118.3019729,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,16.99,"Canadian bacon, pineapple.",Veggie Pizza,Bravo Pizza Hollywood,90027,50,55,60,4
AVwc_8WAByjofQCxkdDA,801 Saint Emanuel St,Houston,US,29.75247947,-95.35416442,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,9.95,Choose any of your own toppings to make it your own,Create Your Own Pizza,Lucky's Pub,77003,25,40,65,4
AVwc_abAIN2L1WUfrEps,478 South St,Hyannis,US,41.64827787,-70.29134463,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,8.95,Choose any of your own toppings to make it your own,Cheese Pizza,Roadhouse Cafe,2601,25,40,70,4
AVwc_abAIN2L1WUfrEps,478 South St,Hyannis,US,41.64827787,-70.29134463,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,10.95,Choose any of your own toppings to make it your own,Pepperoni Pizza,Roadhouse Cafe,2601,25,40,70,4
AVwc_dHKkufWRAb51Kei,1 N University Hl,Provo,US,40.25083927,-111.6492677,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,10.95,Choose any of your own toppings to make it your own,House Made Pizza,Brigham Young University,84602,25,40,65,5
AVwc_dHKkufWRAb51Kei,1 N University Hl,Provo,US,40.25083927,-111.6492677,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,19.95,Seven layer bean dip,Mexican Pizza Dip,Brigham Young University,84602,25,40,65,5
AVwc_dHKkufWRAb51Kei,1 N University Hl,Provo,US,40.25083927,-111.6492677,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,19.95,1 each (324.00 g),Pepperoni Pizza,Brigham Young University,84602,25,40,65,5
AVwc_dHKkufWRAb51Kei,1 N University Hl,Provo,US,40.25083927,-111.6492677,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,19.95,1 each (149.18 g),Pizza Bagel,Brigham Young University,84602,25,40,65,5
AVwc_gjWByjofQCxkYOz,9595 Six Pines Dr,Spring,US,30.16413,-95.46235,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,19.95,2 each (149.18 g),Pizza Con Uovo Fritto,Luke's Locker,77380,0,25,45,5
AVwc_h3pkufWRAb51LOO,200 E Chestnut St,Chicago,US,41.89854289,-87.6219955,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,10.99,3 each (149.18 g),Pizza Margherita,Francesca's On Chestnut,60611,25,40,34,5
AVwc_h3pkufWRAb51LOO,200 E Chestnut St,Chicago,US,41.89854289,-87.6219955,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,10.99,4 each (149.18 g),Pizza Margherita,Francesca's On Chestnut,60611,25,40,34,5
AVwc_h3pkufWRAb51LOO,200 E Chestnut St,Chicago,US,41.89854289,-87.6219955,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,10.99,5 each (149.18 g),Pizza Schiacchiata Alla Toscana,Francesca's On Chestnut,60611,25,40,34,5
AVwc_h3pkufWRAb51LOO,200 E Chestnut St,Chicago,US,41.89854289,-87.6219955,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,10.99,6 each (149.18 g),Pizza Schiacchiata Alla Toscana,Francesca's On Chestnut,60611,25,40,34,5
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,West Chester,US,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,10.99,with pepperoni,Pizza Bagel,Country Bagel Bakery,19380,25,40,54,5
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,West Chester,US,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,10.99,with mushroom,Pizza Bagel,Country Bagel Bakery,19380,25,40,54,5
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,West Chester,US,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,10.99,with pepperoni & mushroom,Pizza Bagel,Country Bagel Bakery,19380,25,40,54,5
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,West Chester,US,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,2.59,with pepperoni & mushroom,Pizza Bagel (plain),Country Bagel Bakery,19380,25,40,54,5
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,West Chester,US,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.29,with pepperoni & mushroom,Pizza Bagel With Mushroom,Country Bagel Bakery,19380,25,40,54,5
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,West Chester,US,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.29,with pepperoni & mushroom,Pizza Bagel With Pepperoni,Country Bagel Bakery,19380,25,40,54,5
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,West Chester,US,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.59,with pepperoni & mushroom,Pizza Bagel With Pepperoni and Mushroom,Country Bagel Bakery,19380,25,40,54,5
AVwc_JnXIN2L1WUfrB0m,925 Blossom Hill Road Oakridge Mall,San Jose,US,37.250458,-121.863415,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.59,with pepperoni & mushroom,Pizza Con Formaggio,Buca Di Beppo - San Jose - Oakridge,95123,0,30,67,5
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,8.99,"BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Bbq Chicken Pizza,Giovanni's Pizza and Pasta,92584,25,40,78,5
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,8.99,"BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Breakfast Pizza,Giovanni's Pizza and Pasta,92584,25,40,78,5
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,8.99,"BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Cadillac Pizza,Giovanni's Pizza and Pasta,92584,25,40,78,5
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,8.99,"BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Hawaiin Pizza,Giovanni's Pizza and Pasta,92584,25,40,78,5
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,8.99,"BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Pesto Chicken Pizza,Giovanni's Pizza and Pasta,92584,25,40,78,5
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,4.59,"BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Pizza Bread,Giovanni's Pizza and Pasta,92584,25,40,78,5
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,8.99,"BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Southwest Pizza,Giovanni's Pizza and Pasta,92584,25,40,78,5
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,8.99,"BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Thai Chicken Pizza,Giovanni's Pizza and Pasta,92584,25,40,78,5
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,8.99,"BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Vegetarian Pizza,Giovanni's Pizza and Pasta,92584,25,40,78,5
AVwc_odFIN2L1WUfrHAb,3480 S Carrier Pkwy,Grand Prairie,US,32.685459,-97.012459,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,8.99,"BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Bbq Pizza,Uncle John's Pizza,75052,25,40,76,5
AVwc_odFIN2L1WUfrHAb,3480 S Carrier Pkwy,Grand Prairie,US,32.685459,-97.012459,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,8.99,"BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Create Your Own Pizza,Uncle John's Pizza,75052,25,40,76,5
AVwc_oTMIN2L1WUfrG-p,2111 Stewart Ave,Wausau,US,44.95747331,-89.66768203,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,4.99,"Pepperoni, marinara, garlic, seasoning and parmesan cheese",Pizza,Philly's Subs,54401,0,25,76,5
AVwc_VAb_7pvs4fz1F-Z,1707 Delaware Ave,Wilmington,US,39.7583638,-75.5626631,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,12,"Pepperoni, marinara, garlic, seasoning and parmesan cheese",Tuna Pizza,Satsuma,19806,0,30,45,5
AVwc_VAb_7pvs4fz1F-Z,1707 Delaware Ave,Wilmington,US,39.7583638,-75.5626631,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,12,"Pepperoni, marinara, garlic, seasoning and parmesan cheese",Tuna Pizza,Satsuma,19806,0,30,45,5
AVwc_XoZ_7pvs4fz1Gdd,116 Ann St,Pickens,US,34.883816,-82.7078,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,2.99,"Pepperoni, marinara, garlic, seasoning and parmesan cheese",Small Pepperoni or Cheese Pizza,Gatehouse Restaurant,29671,0,30,65,5
AVwc05XuByjofQCxinyc,2000 El Lago Dr,Arnold,US,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,2.99,"Pepperoni, marinara, garlic, seasoning and parmesan cheese",Bbq Chicken Pizza,Imo's Pizza,63010,0,30,65,5
AVwc05XuByjofQCxinyc,2000 El Lago Dr,Arnold,US,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,2.99,"Pepperoni, marinara, garlic, seasoning and parmesan cheese",Cheese Pizza,Imo's Pizza,63010,0,30,65,5
AVwc05XuByjofQCxinyc,2000 El Lago Dr,Arnold,US,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,2.99,"Pepperoni, marinara, garlic, seasoning and parmesan cheese",Deluxe Pizza,Imo's Pizza,63010,0,30,65,5
AVwc05XuByjofQCxinyc,2000 El Lago Dr,Arnold,US,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,2.99,"Pepperoni, marinara, garlic, seasoning and parmesan cheese",Meat Pizza,Imo's Pizza,63010,0,30,65,5
AVwc05XuByjofQCxinyc,2000 El Lago Dr,Arnold,US,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,2.99,"Pepperoni, marinara, garlic, seasoning and parmesan cheese",Vegetable Pizza,Imo's Pizza,63010,0,30,65,5
AVwc0a6lkufWRAb5zWvc,3060 Naglee Rd,Tracy,US,37.75757298,-121.4618598,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,2.99,"Pepperoni, marinara, garlic, seasoning and parmesan cheese",Cheesy Bread Pizza (full),Applebee's Tracy,95304,25,40,65,5
AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pasadena,US,29.716011,-95.200573,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,8,"Our original round pizza topped with pepperoni, sausage and bacon.",3 Meat Treat Pizza,Little Caesars Pizza,77506,25,40,65,5
AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pasadena,US,29.716011,-95.200573,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,7,"Our original round pizza topped with pepperoni, sausage and bacon.",Deep Dish Pizza,Little Caesars Pizza,77506,25,40,65,5
AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pasadena,US,29.716011,-95.200573,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,9,"Our original round pizza topped with pepperoni, Italian sausage, mushroom, onion, and green pepper.",Ultimate Supreme Pizza,Little Caesars Pizza,77506,25,40,65,5
AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,Henderson,US,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,19.99,"Broccoli, spinach, peppers and mushrooms",Garden Pizza,Joey's N Y Pizza,89052,25,40,80,5
AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,Henderson,US,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,18.99,"Broccoli, spinach, peppers and mushrooms",Margarita Pizza,Joey's N Y Pizza,89052,25,40,80,5
AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,Henderson,US,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,21.99,"Sausage, pepperoni, meatballs, peppers, onions, black olives, mushrooms",Supreme Pizza,Joey's N Y Pizza,89052,25,40,80,5
AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,Henderson,US,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,16.99,"Fresh mozzarella, fresh parmesan and fresh garlic",White Pizza,Joey's N Y Pizza,89052,25,40,80,5
AVwc0fCOkufWRAb5zXXa,21100 91st Pl S,Kent,US,47.413195,-122.218841,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,1.75,"Italian pepperoni, hot italian sausage, fresh ground western beef, cob smoked bacon, marinated chicken breast, new england baked ham anchovy filets, fresh plum tomatoes, freshly cut broccoli, fresh white mushrooms, fresh green spinach, freshly sliced eggplant, freshly sliced red onions, freshly sliced green peppers, marinated sun dried tomatoes, sliced jalapeno peppers, roasted red peppers, freshly chopped garlic, california black olives, sweet hawaiian pineapple, marinated artichoke hearts, scrambled eggs new, italian gorgonzola cheese, greek feta cheese, vegan soy cheese, grated parmesan cheese, flavorful four cheese blend",Pizza Toppings,Keyme,98031,25,40,80,5
AVwc0jboByjofQCxijqT,264 Lakeside Ave,Laconia,US,43.607478,-71.459311,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,15,"Italian pepperoni, hot italian sausage, fresh ground western beef, cob smoked bacon, marinated chicken breast, new england baked ham anchovy filets, fresh plum tomatoes, freshly cut broccoli, fresh white mushrooms, fresh green spinach, freshly sliced eggplant, freshly sliced red onions, freshly sliced green peppers, marinated sun dried tomatoes, sliced jalapeno peppers, roasted red peppers, freshly chopped garlic, california black olives, sweet hawaiian pineapple, marinated artichoke hearts, scrambled eggs new, italian gorgonzola cheese, greek feta cheese, vegan soy cheese, grated parmesan cheese, flavorful four cheese blend",Pizza,Tower Hill Tavern,3246,25,40,80,5
AVwc0N-0ByjofQCxif90,1431 Plaza Pl,Southlake,US,32.945053,-97.12952,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,8.95,"Boursin, mozzarella, arugula, parmesan",Sausage Onion Jam Pizza,Brio Tuscan Grille - Southlake - Southlake Town Square,76092,25,40,80,5
AVwc0q64kufWRAb5zZhU,3505 A Longmire Dr,College Station,US,30.582817,-96.28639,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,13.99,"Boursin, mozzarella, arugula, parmesan",Cheese Pizza,Doubledave's Pizza Works,77845,0,25,80,5
AVwc0q64kufWRAb5zZhU,3505 A Longmire Dr,College Station,US,30.582817,-96.28639,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,3.99,"Boursin, mozzarella, arugula, parmesan",Chocolate Chip Pizza,Doubledave's Pizza Works,77845,0,25,80,5
AVwc0thDkufWRAb5zaBV,711 N 132nd St,Omaha,US,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,3.99,"Bacon , lettuce, tomato, mayo, ranch",B.l.t. Pizza,Frank's Pizzeria,68154,0,25,80,5
AVwc0thDkufWRAb5zaBV,711 N 132nd St,Omaha,US,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,3.99,"Bbq sauce, chicken, red onions",Bbq Chicken Pizza,Frank's Pizzeria,68154,0,25,80,5
AVwc0thDkufWRAb5zaBV,711 N 132nd St,Omaha,US,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,3.99,"Hot sauce, chicken, ranch dressing,  blue cheese",Buffalo Chicken Pizza,Frank's Pizzeria,68154,0,25,80,5
AVwc0thDkufWRAb5zaBV,711 N 132nd St,Omaha,US,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,3.99,Fresh mozzarella and basil,Margherita Pizza,Frank's Pizzeria,68154,0,25,80,5
AVwc0thDkufWRAb5zaBV,711 N 132nd St,Omaha,US,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,16.24,"Mozzarella, ricotta, garlic, no sauce",White Pizza,Frank's Pizzeria,68154,0,25,80,5
AVwc0UfGkufWRAb5zVuE,190 N Swift Rd,Addison,US,41.9317,-88.0421,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353694,6.7,"Our backed light crust, stuffed and folded with our freshest ingredients, basted with garlic butter, sprinkled with romano cheese and parsley",Cheese Pizzarito,Casino's Pizza,60101,0,25,80,5
AVwc0UfGkufWRAb5zVuE,190 N Swift Rd,Addison,US,41.9317,-88.0421,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353695,2.76,Served all day,Pizza Slices,Casino's Pizza,60101,0,25,80,5
AVwc0vdZkufWRAb5zaZ_,11651 W 64th Ave,Arvada,US,39.812937,-105.129404,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353696,7.99,Served all day,Pizza Dough Balls,Glutenfree Things,80004,0,25,80,5
AVwc0vdZkufWRAb5zaZ_,11651 W 64th Ave,Arvada,US,39.812937,-105.129404,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353697,7.99,Served all day,Pizza Dough Flats,Glutenfree Things,80004,0,25,80,5
AVwc0Wtp_7pvs4fzzSbm,22 Englar Rd,Westminster,US,39.58133698,-76.98956,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353698,15.95,Served all day,Margherita Pizza,Mediterraneo Ristorante,21157,25,40,80,5
AVwc-0zw_7pvs4fz1AjD,50a,Hermosa Beach,US,33.862,-118.400769,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353699,9.75,Served all day,Build Your Own Pizza,Patrick Molloy's Sports Pub,90254,25,40,80,5
AVwc-0zw_7pvs4fz1AjD,50a,Hermosa Beach,US,33.862,-118.400769,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353700,11.5,Served all day,Build Your Own Pizza,Patrick Molloy's Sports Pub,90254,25,40,80,5
AVwc-0zw_7pvs4fz1AjD,50a,Hermosa Beach,US,33.862,-118.400769,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353701,3,Served all day,Cheese Pizza,Patrick Molloy's Sports Pub,90254,25,40,90,5
AVwc14fe_7pvs4fzzh-i,19 Kelly St,Luzerne,US,41.285007,-75.898346,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353702,13.95,Mild or hot,Chicken Wing Pizza,Salerno's Pizza Restaurant,18709,25,40,90,5
AVwc14fe_7pvs4fzzh-i,19 Kelly St,Luzerne,US,41.285007,-75.898346,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353703,9.95,Mild or hot,Neapolitan Style Pizza,Salerno's Pizza Restaurant,18709,25,40,90,5
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353704,19.95,Mild or hot,Blt Pizza,Nino's Trattoria & Pizzeria,8648,25,40,90,5
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353705,11.95,Mild or hot,Cheese Pizza,Nino's Trattoria & Pizzeria,8648,25,40,90,5
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353706,11.95,Classic cheese or create your own pizza.,Cheese Pizza,Nino's Trattoria & Pizzeria,8648,25,40,90,5
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353707,2,Classic cheese or create your own pizza.,Cheese Pizza Slice,Nino's Trattoria & Pizzeria,8648,25,40,90,5
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353708,22.95,Classic cheese or create your own pizza.,Cheesesteak Stuffed Cheese Pizza,Nino's Trattoria & Pizzeria,8648,25,40,90,5
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353709,22.95,With beef or chicken in double crust pizza.,Cheesesteak Stuffed Cheese Pizza,Nino's Trattoria & Pizzeria,8648,25,40,90,5
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353710,19.95,With beef or chicken in double crust pizza.,Chicken Alfredo Pizza,Nino's Trattoria & Pizzeria,8648,25,40,90,5
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353711,19.95,With beef or chicken in double crust pizza.,Chicken Parmigiana Pizza,Nino's Trattoria & Pizzeria,8648,25,40,90,5
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353712,19.95,With beef or chicken in double crust pizza.,Chicken Wing Pizza,Nino's Trattoria & Pizzeria,8648,25,40,90,5
