id,address,city,country,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.description,menus.name,name,postalCode,priceRangeMin,priceRangeMax
AVwc_6KEIN2L1WUfrKAH,Cascade Village Mall Across From Target,Bend,US,44.10266476,-121.3007971,,22.5,15.5,,Bianca Pizza,Little Pizza Paradise,97701,,
AVwc_6KEIN2L1WUfrKAH,Cascade Village Mall Across From Target,Bend,US,44.10266476,-121.3007971,,18.95,18.95,,Cheese Pizza,Little Pizza Paradise,97701,,
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,Los Angeles,US,34.06456347,-118.4690173,,12,12,,"Pizza, Margherita",The Brentwood,90049,50,55
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,Los Angeles,US,34.06456347,-118.4690173,,13,13,,"Pizza, Mushroom",The Brentwood,90049,50,55
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,Los Angeles,US,34.06456347,-118.4690173,,13,13,"Olives, onions, capers, tomatoes","Pizza, Puttenesca",The Brentwood,90049,50,55
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,Los Angeles,US,34.06456347,-118.4690173,,15,15,,"Pizza, Salami Piccante",The Brentwood,90049,50,55
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,Los Angeles,US,34.06456347,-118.4690173,,15,15,,"Pizza, White Truffle Meat Sauce",The Brentwood,90049,50,55
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Los Angeles,US,34.1017424,-118.3019729,,10.99,7.99,Choose a pizza size.,Cheese Pizza,Bravo Pizza Hollywood,90027,,
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Los Angeles,US,34.1017424,-118.3019729,,11.99,7.99,"Canadian bacon, pineapple.",Hawaiian Pizza,Bravo Pizza Hollywood,90027,,
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Los Angeles,US,34.1017424,-118.3019729,,16.99,11.99,,Meat Lover Pizza,Bravo Pizza Hollywood,90027,,
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Los Angeles,US,34.1017424,-118.3019729,,5.99,5.99,,Pizza Sub,Bravo Pizza Hollywood,90027,,
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Los Angeles,US,34.1017424,-118.3019729,,5.99,5.99,,Super Pizza Sub,Bravo Pizza Hollywood,90027,,
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Los Angeles,US,34.1017424,-118.3019729,,16.99,10.99,,Veggie Pizza,Bravo Pizza Hollywood,90027,,
AVwc_8WAByjofQCxkdDA,801 Saint Emanuel St,Houston,US,29.75247947,-95.35416442,,9.95,9.95,Choose any of your own toppings to make it your own,Create Your Own Pizza,Lucky's Pub,77003,25,40
AVwc_abAIN2L1WUfrEps,478 South St,Hyannis,US,41.64827787,-70.29134463,,8.95,8.95,,Cheese Pizza,Roadhouse Cafe,2601,,
AVwc_abAIN2L1WUfrEps,478 South St,Hyannis,US,41.64827787,-70.29134463,,10.95,10.95,,Pepperoni Pizza,Roadhouse Cafe,2601,,
AVwc_dHKkufWRAb51Kei,1 N University Hl,Provo,US,40.25083927,-111.6492677,,,,,House Made Pizza,Brigham Young University,84602,,
AVwc_dHKkufWRAb51Kei,1 N University Hl,Provo,US,40.25083927,-111.6492677,,19.95,15.71,Seven layer bean dip,Mexican Pizza Dip,Brigham Young University,84602,,
AVwc_dHKkufWRAb51Kei,1 N University Hl,Provo,US,40.25083927,-111.6492677,,,,1 each (324.00 g),Pepperoni Pizza,Brigham Young University,84602,,
AVwc_dHKkufWRAb51Kei,1 N University Hl,Provo,US,40.25083927,-111.6492677,,,,1 each (149.18 g),Pizza Bagel,Brigham Young University,84602,,
AVwc_gjWByjofQCxkYOz,9595 Six Pines Dr,Spring,US,30.16413,-95.46235,,,,,Pizza Con Uovo Fritto,Luke's Locker,77380,0,25
AVwc_h3pkufWRAb51LOO,200 E Chestnut St,Chicago,US,41.89854289,-87.6219955,,10.99,10.99,,Pizza Margherita,Francesca's On Chestnut,60611,25,40
AVwc_h3pkufWRAb51LOO,200 E Chestnut St,Chicago,US,41.89854289,-87.6219955,,10.99,10.99,,Pizza Margherita,Francesca's On Chestnut,60611,25,40
AVwc_h3pkufWRAb51LOO,200 E Chestnut St,Chicago,US,41.89854289,-87.6219955,,,,,Pizza Schiacchiata Alla Toscana,Francesca's On Chestnut,60611,25,40
AVwc_h3pkufWRAb51LOO,200 E Chestnut St,Chicago,US,41.89854289,-87.6219955,,,,,Pizza Schiacchiata Alla Toscana,Francesca's On Chestnut,60611,25,40
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,West Chester,US,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,,,with pepperoni,Pizza Bagel,Country Bagel Bakery,19380,,
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,West Chester,US,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,,,with mushroom,Pizza Bagel,Country Bagel Bakery,19380,,
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,West Chester,US,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,,,with pepperoni & mushroom,Pizza Bagel,Country Bagel Bakery,19380,,
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,West Chester,US,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,2.59,2.59,,Pizza Bagel (plain),Country Bagel Bakery,19380,,
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,West Chester,US,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.29,3.29,,Pizza Bagel With Mushroom,Country Bagel Bakery,19380,,
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,West Chester,US,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.29,3.29,,Pizza Bagel With Pepperoni,Country Bagel Bakery,19380,,
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,West Chester,US,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.59,3.59,,Pizza Bagel With Pepperoni and Mushroom,Country Bagel Bakery,19380,,
AVwc_JnXIN2L1WUfrB0m,925 Blossom Hill Road Oakridge Mall,San Jose,US,37.250458,-121.863415,,,,,Pizza Con Formaggio,Buca Di Beppo - San Jose - Oakridge,95123,0,30
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,,8.99,8.99,"BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Bbq Chicken Pizza,Giovanni's Pizza and Pasta,92584,25,40
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,,8.99,8.99,,Breakfast Pizza,Giovanni's Pizza and Pasta,92584,25,40
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,,8.99,8.99,,Cadillac Pizza,Giovanni's Pizza and Pasta,92584,25,40
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,,8.99,8.99,,Hawaiin Pizza,Giovanni's Pizza and Pasta,92584,25,40
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,,8.99,8.99,,Pesto Chicken Pizza,Giovanni's Pizza and Pasta,92584,25,40
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,,4.59,4.59,,Pizza Bread,Giovanni's Pizza and Pasta,92584,25,40
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,,8.99,8.99,,Southwest Pizza,Giovanni's Pizza and Pasta,92584,25,40
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,,8.99,8.99,,Thai Chicken Pizza,Giovanni's Pizza and Pasta,92584,25,40
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,Menifee,US,33.68678191,-117.1903038,,8.99,8.99,,Vegetarian Pizza,Giovanni's Pizza and Pasta,92584,25,40
AVwc_odFIN2L1WUfrHAb,3480 S Carrier Pkwy,Grand Prairie,US,32.685459,-97.012459,,,,,Bbq Pizza,Uncle John's Pizza,75052,,
AVwc_odFIN2L1WUfrHAb,3480 S Carrier Pkwy,Grand Prairie,US,32.685459,-97.012459,,,,,Create Your Own Pizza,Uncle John's Pizza,75052,,
AVwc_oTMIN2L1WUfrG-p,2111 Stewart Ave,Wausau,US,44.95747331,-89.66768203,,4.99,4.99,"Pepperoni, marinara, garlic, seasoning and parmesan cheese",Pizza,Philly's Subs,54401,0,25
AVwc_VAb_7pvs4fz1F-Z,1707 Delaware Ave,Wilmington,US,39.7583638,-75.5626631,,12,12,,Tuna Pizza,Satsuma,19806,0,30
AVwc_VAb_7pvs4fz1F-Z,1707 Delaware Ave,Wilmington,US,39.7583638,-75.5626631,,12,12,,Tuna Pizza,Satsuma,19806,0,30
AVwc_XoZ_7pvs4fz1Gdd,116 Ann St,Pickens,US,34.883816,-82.7078,,2.99,2.99,,Small Pepperoni or Cheese Pizza,Gatehouse Restaurant,29671,,
AVwc05XuByjofQCxinyc,2000 El Lago Dr,Arnold,US,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,,,,Bbq Chicken Pizza,Imo's Pizza,63010,,
AVwc05XuByjofQCxinyc,2000 El Lago Dr,Arnold,US,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,,,,Cheese Pizza,Imo's Pizza,63010,,
AVwc05XuByjofQCxinyc,2000 El Lago Dr,Arnold,US,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,,,,Deluxe Pizza,Imo's Pizza,63010,,
AVwc05XuByjofQCxinyc,2000 El Lago Dr,Arnold,US,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,,,,Meat Pizza,Imo's Pizza,63010,,
AVwc05XuByjofQCxinyc,2000 El Lago Dr,Arnold,US,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,,,,Vegetable Pizza,Imo's Pizza,63010,,
AVwc0a6lkufWRAb5zWvc,3060 Naglee Rd,Tracy,US,37.75757298,-121.4618598,,,,,Cheesy Bread Pizza (full),Applebee's Tracy,95304,25,40
AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pasadena,US,29.716011,-95.200573,,8,8,"Our original round pizza topped with pepperoni, sausage and bacon.",3 Meat Treat Pizza,Little Caesars Pizza,77506,,
AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pasadena,US,29.716011,-95.200573,,7,7,,Deep Dish Pizza,Little Caesars Pizza,77506,,
AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pasadena,US,29.716011,-95.200573,,9,9,"Our original round pizza topped with pepperoni, Italian sausage, mushroom, onion, and green pepper.",Ultimate Supreme Pizza,Little Caesars Pizza,77506,,
AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,Henderson,US,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,19.99,16.99,"Broccoli, spinach, peppers and mushrooms",Garden Pizza,Joey's N Y Pizza,89052,,
AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,Henderson,US,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,18.99,15.99,,Margarita Pizza,Joey's N Y Pizza,89052,,
AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,Henderson,US,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,21.99,17.99,"Sausage, pepperoni, meatballs, peppers, onions, black olives, mushrooms",Supreme Pizza,Joey's N Y Pizza,89052,,
AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,Henderson,US,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,16.99,13.99,"Fresh mozzarella, fresh parmesan and fresh garlic",White Pizza,Joey's N Y Pizza,89052,,
AVwc0fCOkufWRAb5zXXa,21100 91st Pl S,Kent,US,47.413195,-122.218841,,1.75,1.75,"Italian pepperoni, hot italian sausage, fresh ground western beef, cob smoked bacon, marinated chicken breast, new england baked ham anchovy filets, fresh plum tomatoes, freshly cut broccoli, fresh white mushrooms, fresh green spinach, freshly sliced eggplant, freshly sliced red onions, freshly sliced green peppers, marinated sun dried tomatoes, sliced jalapeno peppers, roasted red peppers, freshly chopped garlic, california black olives, sweet hawaiian pineapple, marinated artichoke hearts, scrambled eggs new, italian gorgonzola cheese, greek feta cheese, vegan soy cheese, grated parmesan cheese, flavorful four cheese blend",Pizza Toppings,Keyme,98031,,
AVwc0jboByjofQCxijqT,264 Lakeside Ave,Laconia,US,43.607478,-71.459311,,15,15,,Pizza,Tower Hill Tavern,3246,,
AVwc0N-0ByjofQCxif90,1431 Plaza Pl,Southlake,US,32.945053,-97.12952,,8.95,8.95,"Boursin, mozzarella, arugula, parmesan",Sausage Onion Jam Pizza,Brio Tuscan Grille - Southlake - Southlake Town Square,76092,0,30
AVwc0q64kufWRAb5zZhU,3505 A Longmire Dr,College Station,US,30.582817,-96.28639,,13.99,13.99,,Cheese Pizza,Doubledave's Pizza Works,77845,0,25
AVwc0q64kufWRAb5zZhU,3505 A Longmire Dr,College Station,US,30.582817,-96.28639,,3.99,3.99,,Chocolate Chip Pizza,Doubledave's Pizza Works,77845,0,25
AVwc0thDkufWRAb5zaBV,711 N 132nd St,Omaha,US,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,,,"Bacon , lettuce, tomato, mayo, ranch",B.l.t. Pizza,Frank's Pizzeria,68154,,
AVwc0thDkufWRAb5zaBV,711 N 132nd St,Omaha,US,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,,,"Bbq sauce, chicken, red onions",Bbq Chicken Pizza,Frank's Pizzeria,68154,,
AVwc0thDkufWRAb5zaBV,711 N 132nd St,Omaha,US,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,,,"Hot sauce, chicken, ranch dressing,  blue cheese",Buffalo Chicken Pizza,Frank's Pizzeria,68154,,
AVwc0thDkufWRAb5zaBV,711 N 132nd St,Omaha,US,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,,,Fresh mozzarella and basil,Margherita Pizza,Frank's Pizzeria,68154,,
AVwc0thDkufWRAb5zaBV,711 N 132nd St,Omaha,US,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,16.24,16.24,"Mozzarella, ricotta, garlic, no sauce",White Pizza,Frank's Pizzeria,68154,,
AVwc0UfGkufWRAb5zVuE,190 N Swift Rd,Addison,US,41.9317,-88.0421,,6.7,6.7,"Our backed light crust, stuffed and folded with our freshest ingredients, basted with garlic butter, sprinkled with romano cheese and parsley",Cheese Pizzarito,Casino's Pizza,60101,,
AVwc0UfGkufWRAb5zVuE,190 N Swift Rd,Addison,US,41.9317,-88.0421,,2.76,2.76,Served all day,Pizza Slices,Casino's Pizza,60101,,
AVwc0vdZkufWRAb5zaZ_,11651 W 64th Ave,Arvada,US,39.812937,-105.129404,,7.99,7.99,,Pizza Dough Balls,Glutenfree Things,80004,,
AVwc0vdZkufWRAb5zaZ_,11651 W 64th Ave,Arvada,US,39.812937,-105.129404,,7.99,7.99,,Pizza Dough Flats,Glutenfree Things,80004,,
AVwc0Wtp_7pvs4fzzSbm,22 Englar Rd,Westminster,US,39.58133698,-76.98956,,15.95,9,,Margherita Pizza,Mediterraneo Ristorante,21157,25,40
AVwc-0zw_7pvs4fz1AjD,50a,Hermosa Beach,US,33.862,-118.400769,,9.75,9.75,,Build Your Own Pizza,Patrick Molloy's Sports Pub,90254,25,40
AVwc-0zw_7pvs4fz1AjD,50a,Hermosa Beach,US,33.862,-118.400769,,11.5,11.5,,Build Your Own Pizza,Patrick Molloy's Sports Pub,90254,25,40
AVwc-0zw_7pvs4fz1AjD,50a,Hermosa Beach,US,33.862,-118.400769,,3,3,,Cheese Pizza,Patrick Molloy's Sports Pub,90254,25,40
AVwc14fe_7pvs4fzzh-i,19 Kelly St,Luzerne,US,41.285007,-75.898346,,13.95,13.95,Mild or hot,Chicken Wing Pizza,Salerno's Pizza Restaurant,18709,,
AVwc14fe_7pvs4fzzh-i,19 Kelly St,Luzerne,US,41.285007,-75.898346,,9.95,9.95,,Neapolitan Style Pizza,Salerno's Pizza Restaurant,18709,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,19.95,19.95,,Blt Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,11.95,11.95,,Cheese Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,11.95,11.95,Classic cheese or create your own pizza.,Cheese Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,2,2,,Cheese Pizza Slice,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,22.95,22.95,,Cheesesteak Stuffed Cheese Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,22.95,22.95,With beef or chicken in double crust pizza.,Cheesesteak Stuffed Cheese Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,19.95,19.95,,Chicken Alfredo Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,19.95,19.95,,Chicken Parmigiana Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,19.95,19.95,,Chicken Wing Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,19.95,19.95,"Hot sauce, celery, grilled chicken and bleu cheese.",Chicken Wing Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,15.95,15.95,,Margherita Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,15.95,15.95,Brooklyn style. Square thick pan pizza.,Margherita Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,15.95,15.95,,Old Fashion Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,15.95,15.95,No cheese on it. Square thick pan pizza.,Old Fashion Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,12.95,12.95,,Old Fashion Tomato Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,12.95,12.95,No cheese.,Old Fashion Tomato Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,4.25,4.25,,Pizza Fries,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,7.25,7.25,,Pizza Steak Sub,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,19.95,19.95,,Rancher Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,19.95,19.95,"Bacon, chicken, green peppers, chopped tomatoes and cheddar cheese.",Rancher Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,15.95,15.95,,Sicilian Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,15.95,15.95,Classic cheese or create your own square thick pan sicilian pizza.,Sicilian Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,19.95,19.95,,Taco Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,19.95,19.95,"Lettuce, tomatoes, ground beef and cheddar cheese.",Taco Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,14.95,14.95,,Trenton Tomato Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,14.95,14.95,"Cheese on bottom, plum tomatoes on top.",Trenton Tomato Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,11.95,11.95,,White Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc16D3_7pvs4fzziP1,111 Lawrence Rd,Lawrence Township,US,40.24614006,-74.74381959,,11.95,11.95,Classic cheese or create your own pizza.,White Pizza,Nino's Trattoria & Pizzeria,8648,,
AVwc1bNU_7pvs4fzzdxk,44 N Brentwood,Saint Louis,US,38.649703,-90.341542,,5,5,,Cheese Pizza,Oceano Bistro - Clayton,63105,0,30
AVwc1hsuByjofQCxiucq,2901 Watson Blvd,Endicott,US,42.11067,-76.02803,,9.5,9.5,,Pizza,Brothers 2,13760,25,40
AVwc1hsuByjofQCxiucq,2901 Watson Blvd,Endicott,US,42.11067,-76.02803,,,,,Pizza Skins,Brothers 2,13760,25,40
AVwc1Kgv_7pvs4fzzbFW,100 Charlton Rd,Sturbridge,US,42.12484282,-72.05860695,,5.99,5.99,,Half Pizzas,Uno Pizzeria & Grill - Sturbridge,1566,25,40
AVwc1Kgv_7pvs4fzzbFW,100 Charlton Rd,Sturbridge,US,42.12484282,-72.05860695,,,,,M.y.o.p Make Your Own Pizza,Uno Pizzeria & Grill - Sturbridge,1566,25,40
AVwc1Kgv_7pvs4fzzbFW,100 Charlton Rd,Sturbridge,US,42.12484282,-72.05860695,,,,,Make Your Own Pizza,Uno Pizzeria & Grill - Sturbridge,1566,25,40
AVwc1Kgv_7pvs4fzzbFW,100 Charlton Rd,Sturbridge,US,42.12484282,-72.05860695,,2.99,2.99,,Mini Cheese and Tomato Deep Dish Pizza,Uno Pizzeria & Grill - Sturbridge,1566,25,40
AVwc1Kgv_7pvs4fzzbFW,100 Charlton Rd,Sturbridge,US,42.12484282,-72.05860695,,2.99,2.99,,Mini Cheese or Pepperoni Thin Crust Pizza,Uno Pizzeria & Grill - Sturbridge,1566,25,40
AVwc1Kgv_7pvs4fzzbFW,100 Charlton Rd,Sturbridge,US,42.12484282,-72.05860695,,8.99,8.99,,Pizza of The Day,Uno Pizzeria & Grill - Sturbridge,1566,25,40
AVwc1Kgv_7pvs4fzzbFW,100 Charlton Rd,Sturbridge,US,42.12484282,-72.05860695,,2.99,2.99,"Deep dish crust filled with red bliss mashed potatoes. topped with bacon, cheddar and sour cream",Pizza Skins,Uno Pizzeria & Grill - Sturbridge,1566,25,40
AVwc1Kgv_7pvs4fzzbFW,100 Charlton Rd,Sturbridge,US,42.12484282,-72.05860695,,,,Cheese or pepperoni,Thin Crust or Deep Dish Pizza,Uno Pizzeria & Grill - Sturbridge,1566,25,40
AVwc1RaoByjofQCxirt7,401 E Whitestone Blvd,Cedar Park,US,30.52266137,-97.82690265,,5.99,5.99,,Cheese Pizza,Doubledave's Pizzaworks,78613,0,25
AVwc1RaoByjofQCxirt7,401 E Whitestone Blvd,Cedar Park,US,30.52266137,-97.82690265,,3.99,3.99,,Chocolate Chip Pizza,Doubledave's Pizzaworks,78613,0,25
AVwc1VcqIN2L1WUfpZes,2631 Mcingvale Rd,Hernando,US,34.822393,-89.973027,,7,7,,Byo Pizza,Buon Cibo,38632,0,25
AVwc1VcqIN2L1WUfpZes,2631 Mcingvale Rd,Hernando,US,34.822393,-89.973027,,4.75,4.75,,Cheese Pizza,Buon Cibo,38632,0,25
AVwc1VcqIN2L1WUfpZes,2631 Mcingvale Rd,Hernando,US,34.822393,-89.973027,,4.75,4.75,,Pepperoni Pizza,Buon Cibo,38632,0,25
AVwc25M7IN2L1WUfpqEk,1876 Black Rock Tpke,Fairfield,US,41.18031,-73.247734,http://www.yellowpages.com/fairfield-ct/mip/tomato-and-basil-13518806/menu,7.99,7.99,,Cheese Pizza,Tomato & Basil,6825,,
AVwc25M7IN2L1WUfpqEk,1876 Black Rock Tpke,Fairfield,US,41.18031,-73.247734,http://www.yellowpages.com/fairfield-ct/mip/tomato-and-basil-13518806/menu,10.99,10.99,"Breaded eggplant, ricotta cheese, basil, tomato sauce and fresh mozzarella",Rollatini Pizza,Tomato & Basil,6825,,
AVwc27HDkufWRAb5zwY7,1310 N W 23rd Ave,Gainesville,US,29.673973,-82.33917,,4.25,4.25,,Pizza Sub,Blockbuster,32605,,
AVwc27NXIN2L1WUfpqbZ,7801 S Main St,Pine Plains,US,41.979321,-73.656571,,,,priced accordingly,Pizza of The Day,Stissing House,12567,31,50
AVwc2gQxIN2L1WUfpl0w,901 Loveland Madeira Rd,Loveland,US,39.26125063,-84.2709923,,4.39,4.39,,Kids Size Pizza,Larosa's Pizzeria,45140,,
AVwc2kmvByjofQCxi5bi,1657 Richmond Rd,Staten Island,US,40.589589,-74.101477,,,,,Brick Oven Pizza Al Metro,Mario's - Staten Island,10304,31,50
AVwc2kmvByjofQCxi5bi,1657 Richmond Rd,Staten Island,US,40.589589,-74.101477,,,,,Fried Pizza,Mario's - Staten Island,10304,31,50
AVwc2kmvByjofQCxi5bi,1657 Richmond Rd,Staten Island,US,40.589589,-74.101477,,,,,Pork Tenderloin Pizzaiola,Mario's - Staten Island,10304,31,50
AVwc2m9xByjofQCxi539,8680 Pineview Ln N,Osseo,US,45.11267209,-93.44166376,,,,,Cheese Pizza,The Lookout Catering,55369,25,40
