address,city,country,latitude,longitude,name,Rating,postalCode,province,websites
324 Main St,Massena,US,44.9213,-74.89021,McDonald's,1,13662,NY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
530 Clinton Ave,Washington Court House,US,39.53255,-83.44526,Wendy's,3,43160,OH,http://www.wendys.com
408 Market Square Dr,Maysville,US,38.62736,-83.79141,Frisch's Big Boy,4,41056,KY,"http://www.frischs.com,https://www.frischs.com/location/maysville-ky/"
6098 State Highway 37,Massena,US,44.95008,-74.84553,McDonald's,2,13662,NY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
139 Columbus Rd,Athens,US,39.35155,-82.09728,OMG! Rotisserie,3,45701,OH,"http://www.omgrotisserie.com,http://omgrotisserie.com"
4182 Tonya Trl,Hamilton,US,39.4176,-84.47641,Domino's Pizza,3,45011,OH,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
590 S Main St,Englewood,US,39.86969,-84.29358,Domino's Pizza,2,45322,OH,"https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
401 N Jennings St,Saluda,US,34.00598,-81.7704,McDonald's,3,29138,SC,http://www.mcdonalds.com
205 W Church St,Batesburg,US,33.91335,-81.5333,Wendy's,1,29006,SC,http://www.wendys.com
2711 W. Kings Highway Ste. 18,Paragould,US,36.06107,-90.52325,Pizza Hut,4,72450,AR,http://www.pizzahut.com
613 W Center St,Sheridan,US,34.30687,-92.40784,SONIC Drive In,5,72150,AR,https://locations.sonicdrivein.com/ar/sheridan/613-w--center-street.html
512 Highway 425 S Lot B,Monticello,US,33.61937,-91.80232,Domino's Pizza,2,71655,AR,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps"
1535 NW 50th St,Oklahoma City,US,35.52234,-97.5382,McDonald's,3,73118,OK,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
125 Towne Center Dr,Lexington,US,38.06753,-84.53043,Domino's Pizza,5,40511,KY,"https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
66 14th St.,Tell City,US,37.941032,-86.762115,Long John Silver's,5,47586,IN,http://www.ljsilvers.com
301 University Blvd,Louisville,US,38.21999,-85.764824,McDonald's,4,40208,KY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5812 NW Expressway,Oklahoma City,US,35.54815,-97.61717,McDonald's,5,73132,OK,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
101 Thomas Garst Ln,Leland,US,34.23389,-77.99544,Taco Bell,1,28451,NC,"http://www.tacobell.com,https://locations.tacobell.com/nc/leland/101-thomas-garst-lane.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=030564andutm_content=website"
1111 New Pointe Blvd,Leland,US,34.21188,-78.02454,McDonald's,2,28451,NC,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
782 Old Hickory Blvd Ste 120,Brentwood,US,36.04222,-86.77995,Qdoba Mexican Grill,2,37027,TN,"http://www.qdoba.com,https://locations.qdoba.com/us/tn/brentwood/782-old-hickory-blvd.html"
108 Village Rd NE,Leland,US,34.234477,-78.000649,McDonald's,1,28451,NC,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1116 Old Highway 60,Hardinsburg,US,37.792641,-86.492762,McDonald's,3,40143,KY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1423 Southwest Pkwy,Wichita Falls,US,33.85371,-98.50065,McDonald's,2,76302,TX,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
908 Padre Blvd,South Padre Island,US,26.09105,-97.1643,McDonald's,5,78597,TX,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
1131n N Main St,Miami,US,36.88826,-94.87766,McDonald's,2,74354,OK,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
3401 Hwy 165 North,Pineville,US,31.3626,-92.41343,Pizza Hut,2,71360,LA,http://www.pizzahut.com
1631 E Madison Ave,Bastrop,US,32.77992,-91.89477,Sonic Drive-In,3,71220,LA,https://locations.sonicdrivein.com/la/bastrop/1631-e--madison.html
301 S Lynn Riggs Blvd,Claremore,US,36.31069,-95.61759,Domino's Pizza,4,74017,OK,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps"
601 E Lincolnway,Minerva,US,40.732,-81.09812,McDonald's,5,44657,OH,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
3211 S 4th St,Leavenworth,US,39.28532,-94.90441,SONIC Drive In,3,66048,KS,https://locations.sonicdrivein.com/ks/leavenworth/3211-s-fourth-street.html
105 Business Loop W,Jamestown,US,46.898997,-98.707788,Taco Bell,3,58401,ND,"http://www.tacobell.com,https://locations.tacobell.com/nd/jamestown/105-business-loop-west.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=019434andutm_content=website"
1531 University Dr S,Fargo,US,46.85659,-96.79863,Domino's Pizza,1,58103,ND,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
718 10th St SE,Jamestown,US,46.89896,-98.6984,Taco John's,1,58401,ND,"https://www.tacojohns.com,http://locations.tacojohns.com/nd/jamestown/718-10th-street-se.html"
1400 24th Ave SW,Minot,US,48.20858,-101.3128,McDonald's,3,58701,ND,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
703 S Magnolia St,Woodville,US,30.76846,-94.41477,Whataburger,5,75979,TX,"https://locations.whataburger.com/tx/woodville/703-s--magnolia.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages,https://locations.whataburger.com/tx/woodville/703-s--magnolia.html/"
1535 S Broadway,Minot,US,48.219459,-101.296022,Pizza Hut,2,58701,ND,http://www.pizzahut.com
775 S Main St,Smithfield,US,41.82069,-111.83318,Domino's Pizza,1,84335,UT,"https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
218 W Main St,Ada,US,34.77482,-96.68126,Hamburger King,1,74820,OK,
3208 S Elm Pl,Broken Arrow,US,36.01948,-95.79756,SONIC Drive In,1,74012,OK,https://locations.sonicdrivein.com/ok/broken-arrow/3208-s-elm-place.html
3056 Classen Blvd Unit A,Norman,US,35.18173,-97.41709,Domino's Pizza,2,73071,OK,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
982 Macon St,Warner Robins,US,32.59495,-83.58338,Burger King,1,31098,GA,"http://www.bk.com,https://locations.bk.com/ga/warner-robins/982-macon-st.html,https://www.bk.com"
6060 San Mateo Blvd NE,Albuquerque,US,35.144456,-106.585927,Burger King,5,87109,NM,"http://www.bk.com,https://locations.bk.com/nm/albuquerque/6060-san-mateo-ne.html,https://www.bk.com"
8401 Gateway Blvd W Ste M4,El Paso,US,31.77465,-106.38071,McDonalds,5,79925,TX,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
450 N Harrison Ave,Shawnee,US,35.33252,-96.91222,SONIC Drive In,1,74801,OK,https://locations.sonicdrivein.com/ok/shawnee/450-n--harrison.html
9455 SW Barbur Blvd,Portland,US,45.457027,-122.713696,Taco Time,5,97219,OR,http://www.tacotime.com/stores/6254
351 River Hill Dr,Ashland,US,38.48554,-82.658096,McDonald's,1,41101,KY,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
18000 Bagley Rd,Cleveland,US,41.373042,-81.826072,Burger King,5,44130,OH,http://www.bk.com
3700 N 1st Ave,Evansville,US,38.01322,-87.57549,McDonald's,3,47710,IN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
895 N Highway 77 Ste 300,Waxahachie,US,32.41269,-96.84213,Jimmy John's,2,75165,TX,http://www.jimmyjohns.com
819 SW 19th St,Oklahoma City,US,35.32026,-97.50536,Domino's Pizza,3,73160,OK,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps"
"95-1249 Meheula Parkway,",Mililani,US,21.45311,-158.01738,Jersey Mike's Subs,3,96789,HI,"https://www.jerseymikes.com/44004,http://www.jerseymikes.com"
1625 Veterans Pkwy,Jeffersonville,US,38.32967,-85.74938,Popeyes Louisiana Kitchen,4,47130,IN,"http://www.popeyes.com,http://popeyes.com"
2730 S Hurstbourne Pkwy Suite 100,Louisville,US,38.21234,-85.59548,Qdoba Mexican Grill,1,40220,KY,"http://www.qdoba.com,https://locations.qdoba.com/us/ky/louisville/2730-s-hurstbourne-pkwy.html"
5680 Commercial St SE Ste 100,Salem,US,44.87205,-123.02243,Domino's Pizza,3,97306,OR,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps"
2870 W Loop 1604 S,San Antonio,US,29.4033,-98.70619,Whataburger,4,78245,TX,"https://locations.whataburger.com/tx/san-antonio/2870-w-loop-1604-s.html/,https://locations.whataburger.com/tx/san-antonio/2870-w-loop-1604-s.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages"
1321 Herr Ln Ste 150,Louisville,US,38.26897,-85.61074,Qdoba Mexican Grill,1,40222,KY,"https://locations.qdoba.com/us/ky/louisville/1321-herr-lane.html,http://www.qdoba.com"
100 Northside Dr,Bennington,US,42.89413,-73.20316,Taco Bell,1,5201,VT,"http://www.tacobell.com,https://locations.tacobell.com/vt/bennington/100-northside-drive.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=033371andutm_content=website"
6611 S Mo Pac Expy Ste B,Austin,US,30.22023,-97.83528,Whataburger,4,78749,TX,"https://locations.whataburger.com/tx/austin/6611-s-mo-pac-expy.html/,https://locations.whataburger.com/tx/austin/6611-s-mo-pac-expy.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages"
9300 S Interstate 35 Bldg H,Austin,US,30.16525,-97.78887,Whataburger,1,78748,TX,"https://locations.whataburger.com/tx/austin/9300-s-interstate-35.html/,http://locations.whataburger.com"
315 N Stephenson Ave,Iron Mountain,US,45.825755,-88.063121,Hardee's,4,49801,MI,http://www.hardees.com
2439 Springs Rd NE,Hickory,US,35.75332,-81.28572,McDonald's,5,28601,NC,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
9651 Natural Bridge Rd,Saint Louis,US,38.72914,-90.34394,Rally's,4,63134,MO,"https://locations.rallys.com/mo/st.-louis/9651-natural-bridge-road,http://rallys.com"
1665 Dove Park Rd Ste 300,Mandeville,US,30.41178,-90.04186,Quiznos,4,70471,LA,http://restaurants.quiznos.com/la/mandeville/doveparkcommons-70471
225 Grant Ave,Auburn,US,42.94987,-76.54722,Burger King,5,13021,NY,"http://www.bk.com,https://locations.bk.com/ny/auburn/225-grant-ave.html"
5400 FM 1640 Rd Ste 500,Richmond,US,29.55941,-95.76008,Whataburger,1,77469,TX,"https://locations.whataburger.com/tx/richmond/5400-fm-1640-rd.html/,https://locations.whataburger.com/tx/richmond/5400-fm-1640-rd.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages"
2448 University Ave,Green Bay,US,44.51312,-87.96051,Domino's Pizza,1,54302,WI,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps"
111 Commons Dr,Maumelle,US,34.84808,-92.40624,SONIC Drive In,5,72113,AR,https://locations.sonicdrivein.com/ar/maumelle/111-commons-drive.html
344 S Service Rd E,Sullivan,US,38.22303,-91.15696,Taco Bell,2,63080,MO,"http://www.tacobell.com,https://locations.tacobell.com/mo/sullivan/344-s-service-rd-e.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029633andutm_content=website"
6490 Memphis Arlington Rd Ste 103,Memphis,US,35.22655,-89.84786,Domino's Pizza,5,38135,TN,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps"
2124 S 1st St,Yakima,US,46.57144,-120.48825,Taco Bell,5,98903,WA,"https://locations.tacobell.com/wa/yakima/2124-s-1st-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=030512andutm_content=website,http://www.tacobell.com"
482 Branson Landing Blvd Ste 105,Branson,US,36.65075,-93.22026,Jimmy John's,2,65616,MO,http://www.jimmyjohns.com
406 S Thompson St,Springdale,US,36.182436,-94.138658,Taco Bell,1,72764,AR,"http://www.tacobell.com,https://locations.tacobell.com/ar/springdale/406-s--thompson.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=003271andutm_content=website"
5094 Murfreesboro Rd Ste 1,La Vergne,US,36.02074,-86.5812,Domino's Pizza,4,37086,TN,"https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage"
801 S Vaughn Dr,Brusly,US,30.387691,-91.25265,McDonald's,1,70719,LA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
5100 NC Highway 87 S Ste 102,Fayetteville,US,34.9297,-78.85668,Domino's Pizza,5,28306,NC,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
Co-Op City,Bronx,US,40.8691,-73.8248,Burger King,3,10475,NY,http://www.bk.com
3898 Cleveland Hwy,Dalton,US,34.89383,-84.94654,McDonalds,3,30721,GA,http://mcdonalds.com
1865 Blankenship Rd,West Linn,US,45.349698,-122.653281,Jack in the Box,2,97068,OR,http://www.jackinthebox.com
825 W 1100 S,Brigham City,US,41.48602,-112.02944,Sonic Drive-In,3,84302,UT,"https://locations.sonicdrivein.com/ut/brigham-city/825-west-1100-south.html,http://sonicdrivein.com"
955 S Main St,Brigham City,US,41.49113,-112.01555,Taco Bell,4,84302,UT,"http://www.tacobell.com,https://locations.tacobell.com/ut/brigham-city/955-south-main-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=020036andutm_content=website"
875 W 1150 S,Brigham City,US,41.48561,-112.02934,Subway,4,84302,UT,"http://www.subway.com,http://subway.com"
524 Indian Boundary Rd,Chesterton,US,41.6165,-87.0439,Jimmy John's,4,46304,IN,http://www.jimmyjohns.com
801 University St,Martin,US,36.3485,-88.87344,McDonald's,5,38237,TN,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
2505 State Rd,La Crosse,US,43.79609,-91.21769,Hardee's,5,54601,WI,http://www.hardees.com
1610 Sycamore View Rd,Memphis,US,35.1694,-89.86479,McDonald's,5,38134,TN,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
2437 George St,La Crosse,US,43.85742,-91.23993,McDonald's,2,54603,WI,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
813 N Central Ave,Marshfield,US,44.674233,-90.168369,Taco John's,3,54449,WI,"https://www.tacojohns.com,http://locations.tacojohns.com/wi/marshfield/813-n-central-avenue.html"
1101 N Central Ave,Marshfield,US,44.67742,-90.16521,McDonald's,5,54449,WI,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
4601 Northfield Rd,Cleveland,US,41.433314,-81.523935,Mr Hero,5,44128,OH,http://www.mrhero.com
1601 W Lincoln Ave,Yakima,US,46.6039,-120.53093,McDonald's,5,98902,WA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
5706 W 7800 S,West Jordan,US,40.60985,-112.0266,McDonald's,5,84081,UT,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1014 Highway 82 E,Indianola,US,33.45785,-90.63563,Taco Bell,5,38751,MS,"http://www.tacobell.com,https://locations.tacobell.com/ms/indianola/1014-highway-82.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=C412001andutm_content=website"
640 Huebner Rd,Fort Riley,US,39.0644,-96.79881,Domino's Pizza,1,66442,KS,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
1418 W Sunset Blvd,Saint George,US,37.122977,-113.613499,Taco Bell,1,84770,UT,"http://www.tacobell.com,https://locations.tacobell.com/ut/saint-george/1418-west-sunset-blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=025391andutm_content=website"
610 E Saint George Blvd,Saint George,US,37.109869,-113.570286,Taco Bell,4,84770,UT,"http://www.tacobell.com,https://locations.tacobell.com/ut/saint-george/610-east-st-george-blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=025385andutm_content=website"
4651 W 6th St,Lawrence,US,38.971514,-95.301449,Pizza Hut,5,66049,KS,http://www.pizzahut.com
5540 Old Cheney Rd,Lincoln,US,40.75546,-96.64543,Amigos/Kings Classic,4,68516,NE,"http://www.facebook.com/amigoskings,http://www.amigoskings.com"
7501 W 135th St,Overland Park,US,38.88353,-94.672,Raising Cane's Chicken Fingers,3,66223,KS,http://raisingcanes.com
4204 Milan Rd,Sandusky,US,41.41841,-82.67352,McDonalds,1,44870,OH,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
6300 Gulf Fwy,La Marque,US,29.3676,-94.97416,Whataburger,4,77568,TX,"https://locations.whataburger.com/tx/la-marque/6300-gulf-freeway.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages,https://locations.whataburger.com/tx/la-marque/6300-gulf-freeway.html/"
1302 Highway 35 N,Rockport,US,28.036688,-97.04238,McDonald's,5,78382,TX,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
3515 Springdale Rd,Cincinnati,US,39.25009,-84.59411,Domino's Pizza,2,45251,OH,"http://dominospizza.com,http://www.dominos.com"
7720 Laurel Ave,Cincinnati,US,39.18985,-84.36207,Domino's Pizza,1,45243,OH,"https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
123 Creekside Xing,New Braunfels,US,29.7279,-98.07612,Whataburger,1,78130,TX,"https://locations.whataburger.com/tx/new-braunfels/123-creekside-crossing.html/,https://locations.whataburger.com/tx/new-braunfels/123-creekside-crossing.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages"
793 Roosevelt Trl,Windham,US,43.83887,-70.44217,Burger King,3,4062,ME,"http://www.bk.com,https://locations.bk.com/me/windham/793-roosevelt-trl.html,https://locations.bk.com/me/north-windham/793-roosevelt-trl.html"
14700 E Indiana Ave,Spokane,US,47.673976,-117.206394,Taco Time,5,99216,WA,http://www.tacotime.com/stores/6406
201 Commerce Dr,Jefferson City,US,38.59259,-92.2254,SONIC Drive In,4,65109,MO,"https://locations.sonicdrivein.com/mo/jefferson-city/201-commerce-drive.html,http://sonicdrivein.com"
3124 S Ten Mile Dr,Jefferson City,US,38.58068,-92.2352,McDonald's,5,65109,MO,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1417 Jackson Ave W,Oxford,US,34.36729,-89.54978,Coop DeVille,2,38655,MS,http://www.coopdevillerecords.com
2984 Upland Pkwy,Sidney,US,41.138,-102.98557,McDonalds,5,69162,NE,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1002 J St,Auburn,US,40.39457,-95.83913,Amigos/Kings Classic,5,68305,NE,"http://www.amigoskings.com,http://www.facebook.com/amigoskings"
191 7th St,Garden City,US,40.725253,-73.634393,B. Good,1,11530,NY,https://bgood.com/locations/191-7th-street-garden-city-ny
544 Conestoga Pkwy,Shepherdsville,US,37.9978,-85.70737,Domino's Pizza,3,40165,KY,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
101 Smith Rd,Glasgow,US,37.0082,-85.92208,McDonald's,5,42141,KY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5212 Jackson St,Alexandria,US,31.27267,-92.48395,Sonic Drive-In,3,71303,LA,https://locations.sonicdrivein.com/la/alexandria/5212-jackson-street.html
131 S Highway 27,Somerset,US,37.09224,-84.61883,McDonald's,3,42501,KY,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
1511 C Goff Blvd S W Plaza Rio Shpg Ctr,Albuquerque,US,35.085335,-106.60555,Domino's Pizza,5,87105,NM,"https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
4800 Frederica St,Owensboro,US,37.723743,-87.123894,McDonald's,1,42301,KY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
300 W Esplanade Ave,Kenner,US,30.02306,-90.26933,Burger King,1,70065,LA,"http://www.bk.com,https://locations.bk.com/la/kenner/300-w-esplanade-ave.html,https://www.bk.com"
5963 W Main St,Houma,US,29.63346,-90.75858,Sonic Drive-In,5,70360,LA,https://locations.sonicdrivein.com/la/houma/5963-w-main-street.html
7849 Tramway Blvd NE Ste D,Albuquerque,US,35.17351,-106.49703,Domino's Pizza,2,87122,NM,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
400 Clifty Dr,Madison,US,38.77544,-85.39367,Rally's,5,47250,IN,"https://locations.rallys.com/in/madison/400-clifty-drive,http://rallys.com"
1228 Saint Charles St,Houma,US,29.58875,-90.74346,Taco Bell,3,70360,LA,"http://www.tacobell.com,https://locations.tacobell.com/la/houma/1228-saint-charles-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=024689andutm_content=website"
725 Sterlington Hwy,Farmerville,US,32.7715,-92.39699,Taco Bell,1,71241,LA,"https://locations.tacobell.com/la/farmerville/725-sterlington-highway.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=G135477andutm_content=website,http://www.tacobell.com"
1088 Westbank Expy,Westwego,US,29.89708,-90.14081,Pizza Hut,4,70094,LA,http://www.pizzahut.com
1000 Government St,Baton Rouge,US,30.44345,-91.17915,Sonic Drive-In,5,70802,LA,https://locations.sonicdrivein.com/la/baton-rouge/1000-government-street.html
314 E Carpenter St,Cleveland,US,33.75489,-90.71678,Back Yard Burgers,1,38732,MS,http://www.backyardburgers.com
120 S Davis Ave,Cleveland,US,33.74364,-90.71593,McDonald's,1,38732,MS,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1231 Holcomb Blvd,Camp Lejeune,US,34.72418,-77.34444,Wendy's,2,28547,NC,http://www.wendys.com
112 E 2nd St,Duluth,US,46.78937,-92.09841,Domino's Pizza,4,55805,MN,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps"
976 William H Wilson Ave Ste 100,Fort Stewart,US,31.8613,-81.61078,Burger King,2,31314,GA,"https://locations.bk.com/ga/fort-stewart/976-william-h-wilson-ave.html,http://www.bk.com"
2910 Lurleen B Wallace Blvd,Northport,US,33.236442,-87.576869,Sonic Drive-In,1,35476,AL,https://locations.sonicdrivein.com/al/northport/2910-lurleen-b--wallace-blvd.html
2441 James St,Coralville,US,41.68432,-91.60353,Domino's Pizza,5,52241,IA,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps"
602 Highway 31 SW,Hartselle,US,34.439438,-86.940455,Taco Bell,1,35640,AL,"http://www.tacobell.com,https://locations.tacobell.com/al/hartselle/602-highway-31-south.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029149andutm_content=website"
107 Jordan Plz,Elizabeth City,US,36.29457,-76.23925,Domino's Pizza,4,27909,NC,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps"
905 W Corbett Ave,Swansboro,US,34.69765,-77.14086,McDonalds,2,28584,NC,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
2001 Sutton Ln,Sutton,US,38.70084,-80.664158,Arby's,3,26601,WV,"http://www.arbys.com,http://arbys.com/our-menu"
161 Church St,Burlington,US,44.47568,-73.21264,Pacific Rim,5,5401,VT,
3716 7th St,Bay City,US,28.9826,-95.94636,Taco Bell,3,77414,TX,"https://locations.tacobell.com/tx/bay-city/3716-seventh-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=H758001andutm_content=website,http://www.tacobell.com"
