address,city,country,latitude,longitude,name,Rating,postalCode,province,websites
2675 Apd 40,Cleveland,US,35.13057,-84.8765,Taco Bell,3,37323,TN,"https://locations.tacobell.com/tn/cleveland/2675-apd-40.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029044andutm_content=website,http://www.tacobell.com"
130 S Wyoming Ave,Kingston,US,41.26004,-75.89932,Burger King,4,18704,PA,"http://www.bk.com,https://locations.bk.com/pa/kingston/130-s-wyoming-ave.html"
160 Brooklyn St,Carbondale,US,41.566,-75.5143,McDonald's,2,18407,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
693 Carey Ave,Wilkes Barre,US,41.235024,-75.917405,Burger King,4,18706,PA,"http://www.bk.com,https://locations.bk.com/pa/hanover/693-carey-ave.html"
461 Memorial Hwy,Dallas,US,41.336085,-75.962028,Wendy's,4,18612,PA,http://www.wendys.com
301 Kennedy Blvd,Pittston,US,41.322006,-75.792475,Burger King,3,18640,PA,http://www.bk.com
4071 Covington Hwy,Decatur,US,33.754799,-84.235803,Wendy's,2,30032,GA,http://www.wendys.com
370 Colman St,New London,US,41.3589,-72.116,Wendy's,5,6320,CT,http://www.wendys.com
2210 N Alexander Dr,Baytown,US,29.744804,-94.949491,Jack in the Box,2,77520,TX,
195 Route 12,Groton,US,41.367715,-72.070329,Taco Bell,2,6340,CT,http://www.tacobell.com
429 Colman St,New London,US,41.360747,-72.116077,Burger King,5,6320,CT,http://www.bk.com
557 Long Hill Rd,Groton,US,41.352604,-72.059821,Burger King,5,6340,CT,http://www.bk.com
331 S Main St,Shenandoah,US,40.816942,-76.200314,Burger King,4,17976,PA,"http://www.bk.com,https://locations.bk.com/pa/shenandoah/331-south-main-st.html"
2304 E 23rd Street,Chattanooga,US,35.0168,-85.2773,Krystal,4,37408,TN,http://www.krystal.com/locations/tennessee/chattanooga-east-23rd-street/
2211 W Market St,Pottsville,US,40.674588,-76.225927,Burger King,5,17901,PA,"http://www.bk.com,https://locations.bk.com/pa/pottsville/2211-west-market-st.html"
507 Lovell Rd,Knoxville,US,35.90733,-84.14759,Waffle House,1,37922,TN,https://locations.wafflehouse.com/tn-knoxville-444
400 Illinois Ave,Oak Ridge,US,36.00514,-84.25133,McDonald's,5,37830,TN,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
1605 Schaeffer Rd,Knoxville,US,35.93643,-84.14514,Burger King,4,37932,TN,"https://locations.bk.com/tn/knoxville/1605-schaeffer-dr.html,http://www.bk.com"
1917 Roane State Highway,Harriman,US,35.889981,-84.546584,Bojangles' Famous Chicken 'n Biscuits,3,37748,TN,http://www.bojangles.com
1407 Winfield Dunn Pkwy,Sevierville,US,35.905589,-83.580616,Taco Bell,3,37876,TN,
1487 Interstate Dr,Crossville,US,35.9863,-85.038113,Arby's,1,38555,TN,"http://www.arbys.com,https://locations.arbys.com/us/tn/crossville/1487-interstate-dr.html"
1195 N Main St,Crossville,US,35.96309,-85.03699,McDonald's,2,38555,TN,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
425 N Sanborn Blvd,Mitchell,US,43.712868,-98.02982,Domino's Pizza,5,57301,SD,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
17422 Hwy 9 SE,Snohomish,US,47.8377,-122.1245,McDonald's,3,98296,WA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
15802 Bear Creek Pkwy,Redmond,US,47.6741,-122.1297,KFC,5,98052,WA,http://www.kfc.com
11747 124th Ave NE,Kirkland,US,47.7057,-122.1763,KFC,4,98034,WA,http://www.kfc.com
555 NW Gilman Blvd,Issaquah,US,47.54208,-122.0453,KFC,2,98027,WA,http://www.kfc.com
620 E Heron St,Aberdeen,US,46.97651,-123.81093,Burger King,5,98520,WA,"http://www.bk.com,https://locations.bk.com/wa/aberdeen/620-east-heron-st.html"
4000 Wheaton Way,Bremerton,US,47.601,-122.6289,KFC,1,98310,WA,http://www.kfc.com
601 High St,Mount Holly,US,40.00797,-74.7964,Taco Bell,2,8060,NJ,"http://www.tacobell.com,https://locations.tacobell.com/nj/mount-holly/601-high-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=002363andutm_content=website"
1520 Wilmington Dr Ste C2,Dupont,US,47.0917,-122.644,Quiznos,3,98327,WA,"http://restaurants.quiznos.com/wa/dupont/dupontstation-98327,http://www.quiznos.com/home.aspx"
2250 E Grand Ave,Lake Villa,US,42.40698,-88.02772,McDonald's,2,60046,IL,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
21007 Hwy 410,Bonney Lake,US,47.1673,-122.1489,McDonald's,2,98391,WA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
321 Washington Ave N,Orting,US,47.1004,-122.20984,McDonald's,5,98360,WA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
506 E Wheeler Rd,Moses Lake,US,47.130991,-119.271559,Jack in the Box,2,98837,WA,http://www.jackinthebox.com
6735 Dixie Hwy,Fairfield,US,39.318341,-84.496057,Arby's,2,45014,OH,"http://www.arbys.com,https://locations.arbys.com/us/oh/fairfield/6735-dixie-hwy.html"
716 E Yakima Ave,Yakima,US,46.60425,-120.49577,Taco Bell,1,98901,WA,"https://locations.tacobell.com/wa/yakima/716-e-yakima-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=030509andutm_content=website,http://www.tacobell.com,https://locations.tacobell.com/wa/yakima/716-e-yakima-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=030509&utm_content=website"
2949 Dixie Hwy,Hamilton,US,39.36651,-84.5461,Frisch's Big Boy,4,45015,OH,"https://www.frischs.com/location/hamilton-dixie-oh/,http://www.frischs.com"
1771 S Erie Hwy,Hamilton,US,39.37824,-84.55046,McDonald's,5,45011,OH,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1600 E Chestnut Ave,Yakima,US,46.60182,-120.48083,McDonald's,1,98901,WA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
3907 Tieton Dr,Yakima,US,46.592693,-120.560632,Jack in the Box,1,98902,WA,http://www.jackinthebox.com
3605 Old Halifax Road,South Boston,US,36.735111,-78.914013,Bojangles' Famous Chicken 'n Biscuits,4,24592,VA,http://www.bojangles.com
2461 S Maiers Rd,Moses Lake,US,47.10238,-119.24819,Burger King,4,98837,WA,"http://www.bk.com,https://locations.bk.com/wa/moses-lake/2461-maiers-rd.html"
5252 Capitol Blvd SE,Olympia,US,46.99973,-122.90804,Burger King,3,98501,WA,"http://www.bk.com,https://locations.bk.com/wa/tumwater/5252-capitol-blvd-southeast.html"
874 Eastgate North Dr,Cincinnati,US,39.100871,-84.272616,Chick-fil-A,5,45245,OH,"http://www.chick-fil-a.com/eastgate,http://www.chick-fil-a.com"
10890 New Haven Rd,Harrison,US,39.259435,-84.799789,Arby's,3,45030,OH,http://www.arbys.com
2120 N Argonne Rd,Spokane,US,47.67666,-117.28201,Burger King,4,99212,WA,https://locations.bk.com/wa/spokane-valley/2120-n-argonne-rd.html
15330 E Sprague Ave,Veradale,US,47.65674,-117.19901,KFC,4,99037,WA,http://www.kfc.com
4955 Brownsboro Rd,Louisville,US,38.282383,-85.630782,Wendy's,5,40222,KY,
4948 Us Hwy 42,Louisville,US,38.285079,-85.631215,Arby's,2,40222,KY,
1200 Highway 33 S,Cloquet,US,46.70662,-92.456313,Taco John's,4,55720,MN,http://locations.tacojohns.com/mn/cloquet/1200-highway-33-s.html
2350 W Washington St,West Bend,US,43.42793,-88.2122,Culver's,2,53090,WI,http://www.culvers.com/restaurants/west-bend
1402 Highway 33 S,Cloquet,US,46.70309,-92.45607,Dairy Queen,4,55720,MN,"http://www.dairyqueen.com,http://dairyqueen.com"
651 W Main St,Waunakee,US,43.19236,-89.46623,McDonald's,4,53597,WI,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1017 Woodward Ave,Chippewa Falls,US,44.91287,-91.38882,KFC,5,54729,WI,http://www.kfc.com
1456 Kennedy Rd,Chippewa Falls,US,44.948575,-91.374409,Arby's,4,54729,WI,"http://www.arbys.com,https://locations.arbys.com/us/wi/chippewa-falls/1456-kennedy-rd.html"
6746 W Greenfield Ave,Milwaukee,US,43.01699,-87.99699,Burger King,3,53214,WI,"http://www.bk.com,https://locations.bk.com/wi/west-allis/6746-w-greenfield-ave.html"
2626 S 108th St,Milwaukee,US,42.996451,-88.046352,Burger King,2,53227,WI,"http://www.bk.com,https://locations.bk.com/wi/west-allis/2626-south-108-st.html"
477 Spruce St,River Falls,US,44.85444,-92.62704,Jimmy John's,5,54022,WI,http://www.jimmyjohns.com
3110 South 8th Street,Wisconsin Rapids,US,44.366678,-89.817447,Arby's,4,54494,WI,http://www.arbys.com
7445 71st Ave N,Minneapolis,US,45.0832,-93.3761,Wendy's,2,55428,MN,http://www.wendys.com
2411 Center Dr,Hudson,US,44.958336,-92.722982,Burger King,3,54016,WI,http://www.bk.com
12400 Lake Blvd,Lindstrom,US,45.391838,-92.854527,Arby's,4,55045,MN,"http://www.arbys.com,http://locations.arbys.com/us/mn/lindstrom/12400-lake-blvd.html"
2440 White Bear Ave N,Saint Paul,US,45.015104,-93.019291,Burger King,5,55109,MN,http://www.bk.com
38711 Tanger Dr,North Branch,US,45.50946,-92.99671,Burger King,4,55056-5433,MN,http://www.bk.com
1027 Ne Rice Rd,Lees Summit,US,38.9312,-94.3589,Arby's,4,64086,MO,"http://www.arbys.com,https://locations.arbys.com/us/mo/lee-s-summit/1027-ne-rice-rd.html,http://locations.arbys.com/us/mo/lee-s-summit/1027-ne-rice-rd.html"
2702 E Tremont Ave,Bronx,US,40.84244,-73.84534,Dunkin' Donuts,1,10461,NY,http://www.dunkindonuts.com/
5404 Main Street,Spring Hill,US,35.7461,-86.9353,SONIC Drive In,4,37174,TN,"http://sonicdrivein.com,https://locations.sonicdrivein.com/tn/spring-hill/5404-main-street.html"
504 Tyson Avenue,Paris,US,36.2919,-88.3176,SONIC Drive In,3,38242,TN,https://locations.sonicdrivein.com/tn/paris/504-tyson-avenue.html
1400 Winfield Dunn Pkwy,Sevierville,US,35.90444,-83.581965,Arby's,4,37876,TN,
4063 Glenwood Rd,Decatur,US,33.73765,-84.25166,Checkers,4,30032,GA,https://www.checkers.com
10573 Springfield Pike,Cincinnati,US,39.258061,-84.469734,McDonald's,1,45215,OH,http://mcdonalds.com
4504 Jefferson Davis Hwy,Richmond,US,37.46503,-77.44335,Taco Bell,2,23234,VA,"https://locations.tacobell.com/va/richmond/4504-jefferson-davis-hwy-.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=G135145andutm_content=website,http://www.tacobell.com"
1637 State Highway 38,Mount Holly,US,39.982293,-74.780106,KFC,2,8060,NJ,http://kfc.com
3361 Pendleton Cir,Franklin,US,39.496494,-84.33402,KFC,3,45005,OH,http://kfc.com
717 S Bluff St,Saint George,US,37.09608,-113.58649,Arby's,5,84770,UT,"http://www.arbys.com,http://arbys.com,http://locations.arbys.com/us/ut/st--george/717-s-bluff-st.html"
987 S Bluff St Ste G,Saint George,US,37.09089,-113.58502,Domino's Pizza,5,84770,UT,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps"
4117 Riverdale Rd,Ogden,US,41.188132,-111.983845,Del Taco,5,84405,UT,http://www.deltaco.com
2489 S Main St,Bountiful,US,40.86263,-111.89509,Arby's,5,84010,UT,"https://locations.arbys.com/us/ut/bountiful/2489-s-main-st.html,http://www.arbys.com,http://locations.arbys.com/us/ut/bountiful/2489-s-main-st.html"
4160 Harrison Blvd,Ogden,US,41.187117,-111.948971,Burger King,4,84403,UT,"http://www.bk.com,https://locations.bk.com/ut/ogden/4160-harrison-blvd.html"
210 W 500 S,Bountiful,US,40.88444,-111.88627,Wendy's,4,84010,UT,http://www.wendys.com
293 E Telegraph St Ste 108,Washington,US,37.13071,-113.50539,Domino's Pizza,2,84780,UT,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps"
4067 Riverdale Rd,Ogden,US,41.1895,-111.9825,Chick-fil-A,5,84405,UT,"http://www.chick-fil-a.com/riverdalecity,http://www.chick-fil-a.com"
564 N Main St,Clearfield,US,41.12182,-112.02551,Subway,1,84015,UT,http://www.subway.com
540 N 800 W,Centerville,US,40.92437,-111.89017,Chick-fil-A,2,84014,UT,"http://www.chick-fil-a.com/centerville,http://www.chick-fil-a.com"
9009 E Trent Ave,Spokane,US,47.68137,-117.28331,TacoTime,3,99212,WA,"http://www.tacotime.com,http://www.tacotime.com/stores/6602"
2324 1st St,Cheney,US,47.50209,-117.56554,McDonald's,5,99004,WA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
926 Mount Rushmore Rd,Custer,US,43.76818,-103.59313,SUBWAY,1,57730,SD,http://www.subway.com
901 N Wilson Rd,Columbus,US,39.972307,-83.099081,McDonald's,3,43204,OH,http://mcdonalds.com
2030 Wambaw Crk,Charleston,US,32.90294,-79.91345,Subway,1,29492-8382,SC,http://subway.com
4555 Johnson St,Lafayette,US,30.1891,-92.0627,McDonald's,5,70503,LA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
2668 Johnston St Ste A2,Lafayette,US,30.20777,-92.03783,Quiznos,3,70503,LA,http://restaurants.quiznos.com/la/lafayette/autumnwoodplazashoppingcenter-70503
1114 New Circle Rd,Lexington,US,38.034,-84.4542,McDonald's,1,40505,KY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
7610 Carmel Ave NE Ste B,Albuquerque,US,35.17679,-106.55878,Domino's Pizza,4,87122,NM,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps"
3765 Palomar Centre Drive,Lexington,US,38.0054,-84.573,McDonalds,3,40513,KY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
314 Main Street SW,Los Lunas,US,34.809,-106.7384,Blakes Lotaburger,2,87031,NM,http://www.lotaburger.com
1769 Martin Luther King Blvd,Houma,US,29.614634,-90.757173,Arby's,4,70360,LA,"http://www.arbys.com,http://locations.arbys.com/us/la/houma/1769-martin-luther-king-blvd.html"
8505 Benbrook Blvd,Fort Worth,US,32.68203,-97.460771,Waffle House,5,76126,TX,https://locations.wafflehouse.com/tx-benbrook-1628
5974 W Main St,Houma,US,29.63282,-90.75905,Taco Bell,5,70360,LA,"http://www.tacobell.com,https://locations.tacobell.com/la/houma/5974-w-main-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=026732andutm_content=website,https://locations.tacobell.com/la/houma/5974-w-main-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=026732&utm_content=website"
1039 N Pearl St,Bridgeton,US,39.459212,-75.208847,Burger King,1,8302,NJ,http://www.bk.com
357 S Limestone Ave,Lexington,US,38.0424,-84.5031,McDonald's,2,40508,KY,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1702 Indiana 114,North Manchester,US,41.0005,-85.7938,McDonald's,5,46962,IN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
665 S Scales St,Reidsville,US,36.35296,-79.66401,McDonald's,1,27320,NC,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1212 W Maple Rd,Walled Lake,US,42.5377,-83.4758,McDonald's,4,48390,MI,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
6101 W Calhoun Dr,Alexandria,US,31.3455,-92.5201,Subway,3,71303,LA,http://www.subway.com
1304 Outlet Collection Way SW,Auburn,US,47.29624,-122.24873,McDonald's,5,98001,WA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
209 W Harrison St,Reidsville,US,36.3549,-79.6627,KFC,5,27320,NC,http://www.kfc.com
1633 Freeway Drive,Reidsville,US,36.349576,-79.693458,Bojangles' Famous Chicken 'n Biscuits,3,27320,NC,"http://www.bojangles.com,http://locations.bojangles.com/nc/reidsville/1633-freeway-drive.html"
6501 Grape Rd #1105,Mishawaka,US,41.7187,-86.1903,Five Guys,3,46545,IN,http://fiveguys.com
221 W Lasalle Ave,South Bend,US,41.6793,-86.2532,Taco Bell,5,46601,IN,"http://www.tacobell.com,https://locations.tacobell.com/in/south-bend/221-w-lasalle-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=005393&utm_content=website"
1855 Candler Rd,Decatur,US,33.73645,-84.28714,Krystal,5,30032,GA,"http://t.co/3VQiWtMxPf,http://www.krystal.com/locations/georgia/decatur-candler-road"
3542 Memorial Dr,Decatur,US,33.754801,-84.2687,Burger King,5,30032,GA,http://www.bk.com
201 S Meridian Ave,Valley Center,US,37.83033,-97.37259,Subway,3,67147,KS,http://www.subway.com
408 N Chelan Ave,Wenatchee,US,47.4297,-120.3191,Jack in the Box,4,98801,WA,http://www.jackinthebox.com
1302 Shreveport Barksdale Hwy,Shreveport,US,32.48858,-93.70431,McDonald's,1,71105,LA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
111 E 47th St S,Wichita,US,37.607524,-97.336124,Burger King,3,67216,KS,http://www.bk.com
18189 Highland Road,Baton Rouge,US,30.3492,-91.0276,SONIC Drive In,1,70810,LA,https://locations.sonicdrivein.com/la/baton-rouge/18189-highland-road.html
820 E Chestnut St,Junction City,US,39.02222,-96.818,Qdoba Mexican Eats,3,66441,KS,"https://locations.qdoba.com/us/ks/junction-city/820-e-chestnut-st.html,https://locations.qdoba.com/us/ks/junction-city/820-e-chestnut-st.html?utm_source=Listings"
2817 SE California Ave,Topeka,US,39.01633,-95.65202,Burger King,4,66605,KS,"https://locations.bk.com/ks/topeka/2817-se-california.html,http://www.bk.com"
1895 S Nevada Ave,Colorado Springs,US,38.806945,-104.822204,Burger King,2,80905,CO,http://www.bk.com
1727 E Platte Ave,Colorado Springs,US,38.8368,-104.7949,Burger King,5,80909,CO,http://www.bk.com
2009 Columbia Ave,Franklin,US,35.89633,-86.87605,Burger King,1,37064,TN,"http://www.bk.com,https://locations.bk.com/tn/franklin/2009-columbia-ave.html"
607 W Willoughby Ave,Juneau,US,58.30058,-134.418406,Domino's Pizza,4,99801,AK,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps"
9918 Colerain Ave,Cincinnati,US,39.2529,-84.5987,KFC,2,45251,OH,http://www.kfc.com
2600 N Memorial Pky,Huntsville,US,34.758,-86.5919,McDonald's,3,35810,AL,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
604 E Main St,Mountain View,US,35.8643,-92.1092,McDonald's,1,72560,AR,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
4040 N Green Bay Ave,Milwaukee,US,43.090185,-87.92309,Burger King,4,53209,WI,"http://www.bk.com,https://locations.bk.com/wi/milwaukee/4040-north-green-bay-ave.html"
175 W Layton Ave,Milwaukee,US,42.95881,-87.91221,Burger King,5,53207,WI,"http://www.bk.com,https://locations.bk.com/wi/milwaukee/175-west-layton-ave.html"
212 N Johnson,Alice,US,27.7524,-98.0822,McDonald's,5,78332,TX,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
3108 N Broadway St,Poteau,US,35.072841,-94.628967,McDonald's,2,74953,OK,http://www.mcdonalds.com
1711 N Harrison Ave,Cary,US,35.8289,-78.7702,Burger King,5,27513,NC,http://www.bk.com
1700 Malcolm Ave,Newport,US,35.605867,-91.260368,Hardee's,2,72112,AR,http://www.hardees.com
2204 Malcolm Ave,Newport,US,35.6055,-91.2538,KFC,3,72112,AR,http://www.kfc.com
1033 E Capitol Expwy,San Jose,US,37.2999,-121.8225,McDonald's,4,95121,CA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5800 Kinney Road,Portage,US,43.4863,-89.4981,Dairy Queen,4,53901,WI,"https://www.ta-petro.com,https://www.ta-petro.com/"
655 N Lapeer,Oxford,US,42.8373,-83.2735,McDonald's,2,48371,MI,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
811 Nashville Highway,Columbia,US,35.6286,-87.0282,SONIC Drive In,4,38401,TN,https://locations.sonicdrivein.com/tn/columbia/811-nashville-highway.html
6315 N Main St B,Columbia,US,34.06291,-81.00854,Domino's Pizza,1,29203,SC,"https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage"
59 College Rd Ste 219,Fairbanks,US,64.84024,-147.71043,Domino's Pizza,5,99701,AK,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps"
3340 Rice Street,Saint Paul,US,45.0423,-93.1059,Taco John's,3,55126,MN,http://locations.tacojohns.com/mn/st-paul/3340-rice-street.html
1012 Mineral Wells Ave,Paris,US,36.28887,-88.31477,Arby's,1,38242,TN,"http://www.arbys.com,https://locations.arbys.com/us/tn/paris/1012-mineral-wells-ave.html,http://locations.arbys.com/us/tn/paris/1012-mineral-wells-ave.html"
3 Sparta Rd,North Wilkesboro,US,36.17908,-81.146102,Taco Bell,5,28659,NC,"https://locations.tacobell.com/nc/north-wilkesboro/3-sparta-rd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=023379andutm_content=website,http://www.tacobell.com,https://locations.tacobell.com/nc/north-wilkesboro/3-sparta-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=023379&utm_content=website"
4207 Main Street,Loris,US,34.055735,-78.888093,Bojangles' Famous Chicken 'n Biscuits,5,29569,SC,http://www.bojangles.com
344 Church St S,Ripley,US,38.81021,-81.70338,Domino's Pizza,3,25271,WV,"http://www.dominos.com,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps"
5296 Hwy 158,Advance,US,36.0044,-80.4397,Bojangles' Famous Chicken 'n Biscuits,1,27006,NC,"http://www.bojangles.com,http://locations.bojangles.com/nc/advance/5296-hwy-158.html"
1202 N Church Street,Atkins,US,35.2547,-92.9367,McDonald's,2,72823,AR,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1 Beroth St,Yadkinville,US,36.1207,-80.6616,Mcdonalds,5,27055,NC,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1301 N Church Street,Atkins,US,35.2552,-92.9379,SONIC Drive In,1,72823,AR,"http://sonicdrivein.com,https://locations.sonicdrivein.com/ar/atkins/1301-n-church-street.html"
407 N Arkansas Ave Ste 3,Russellville,US,35.28222,-93.13396,Quiznos,4,72801,AR,http://restaurants.quiznos.com/ar/russellville/citymall-72801
7041 Post Rd,North Kingstown,US,41.6066,-71.4557,Burger King,3,2852,RI,http://www.bk.com
2585 Jefferson Davis Hwy,Warrenville,US,33.519917,-81.8294,Pizza Hut,1,29851,SC,http://www.pizzahut.com
382 Long Shoals Rd,Arden,US,35.48244,-82.55379,McDonald's,4,28704,NC,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
443 W Coulter Ave,Powell,US,44.7498,-108.76455,Subway,4,82435,WY,http://www.subway.com
1419 N Hwy 6265,Harrison,US,36.268365,-93.141356,Arby's,5,72601,AR,"http://www.arbys.com,http://locations.arbys.com/us/ar/harrison/1419-n-hwy-62-65.html"
501 E Highway 72,Fredericktown,US,37.56778,-90.283858,Hardee's,4,63645,MO,http://www.hardees.com
19010 Fort St,Riverview,US,42.17,-83.1898,Burger King,2,48193,MI,http://www.bk.com
2170 Rawsonville Rd,Belleville,US,42.214668,-83.543793,Burger King,1,48111,MI,http://www.bk.com
2515 White Bear Avenue North,Saint Paul,US,45.0174,-93.0216,Panera Bread,5,55109,MN,"https://locations.panerabread.com/mn/maplewood/2515-white-bear-avenue-north.html,http://locations.panerabread.com/mn/maplewood/2515-white-bear-avenue-north.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search"
32940 Michigan Ave,Wayne,US,42.283657,-83.363898,Taco Bell,1,48184,MI,"http://www.tacobell.com,https://locations.tacobell.com/mi/wayne/32940-michigan-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=003584&utm_content=website"
